,l5_r0.05,l5_r0.1,l5_r0.25,l5_r0.5,l5_r1.0,l10_r0.05,l10_r0.1,l10_r0.25,l10_r0.5,l10_r1.0,l25_r0.05,l25_r0.1,l25_r0.25,l25_r0.5,l25_r1.0,l50_r0.05,l50_r0.1,l50_r0.25,l50_r0.5,l50_r1.0,l100_r0.05,l100_r0.1,l100_r0.25,l100_r0.5,l100_r1.0
GAP,5.523710335194228,6.067867275036664,6.329598771853497,6.516738972268156,6.725148671696029,3.6161007720086373,3.2946864952704162,3.4272911579355263,2.9029202517110333,2.939404536436011,1.708641492114361,1.5626751961472098,1.5740060454705171,1.3717502951245635,1.0988348911426113,1.2187031796503323,1.0980174260900442,1.0421708476658433,0.8362357327368157,0.5159284271879864,1.2339459695040607,0.834014389430399,0.6697924489636315,0.3359174158940709,0.0
spearman,-0.010849118596200228,-0.03169565919219456,0.014689963029410747,-0.010068642241801519,0.009334073597524249,-0.009274025276889399,-0.050762254095717114,-0.03337860366312804,-0.034563732876783194,0.06196327139699583,0.019004803898674854,-0.03049018849774497,-0.08312578302776868,-0.09942796780544405,-0.04847892330998828,-0.1129951171511405,0.006842969383106987,-0.07619952640228111,-0.14317579673525413,-0.166428258058007,-0.028248953978109413,-0.09818343026261754,-0.23065062277370266,-0.2627460830023643,-0.37275251074038096
