,l5_r0.05,l5_r0.1,l5_r0.25,l5_r0.5,l5_r1.0,l10_r0.05,l10_r0.1,l10_r0.25,l10_r0.5,l10_r1.0,l25_r0.05,l25_r0.1,l25_r0.25,l25_r0.5,l25_r1.0,l50_r0.05,l50_r0.1,l50_r0.25,l50_r0.5,l50_r1.0,l100_r0.05,l100_r0.1,l100_r0.25,l100_r0.5,l100_r1.0
GAP,0.6951187533629883,0.6964892409749827,0.6914903835622859,0.7136596039032554,0.7384576512212985,0.35811563718470873,0.4697717959494859,0.4983110877457328,0.5240142468616117,0.4649066214887825,0.2636695426382574,0.13127091446873837,0.20475982249822994,0.14348055952976882,0.19525541133699967,0.0256831114450575,0.004942590095721139,0.019957684894871847,0.07457918013772719,0.019783173408033688,0.04065829820593897,0.09314700617275892,0.07212780585675248,0.013354777602142822,0.0
spearman,-0.062288092728539746,0.07518104416000791,0.015723874471137395,0.0009795138776023714,-0.010960011527601074,-0.052708109810290685,-0.02938304694512917,-0.009994542796710592,0.023049348856066958,-0.0018270039029925364,-0.007741637664712044,-0.08168554237114216,-0.05568974446387414,-0.0034583012815224685,-0.06792078317631325,-0.03829940562275536,-0.010213161520250534,-0.021902980002431627,-0.0566577932755257,-0.06455956212388222,-0.055982248844925434,-0.052940994590759134,-0.023603414184252474,-0.09956501453895514,-0.01633144903726912
