,l5_r0.05,l5_r0.1,l5_r0.25,l5_r0.5,l5_r1.0,l10_r0.05,l10_r0.1,l10_r0.25,l10_r0.5,l10_r1.0,l25_r0.05,l25_r0.1,l25_r0.25,l25_r0.5,l25_r1.0,l50_r0.05,l50_r0.1,l50_r0.25,l50_r0.5,l50_r1.0,l100_r0.05,l100_r0.1,l100_r0.25,l100_r0.5,l100_r1.0
GAP,9.113385709021184,5.219924480738316,2.112419019745029,0.7900308165586929,0.0012444121621260228,9.125135523427526,5.243958192024013,2.126198347548828,0.7545143321031632,0.008315664104851248,9.166793956322733,5.232208377617671,2.0964819987502463,0.7707824842312148,0.005047079369996657,9.146498822348146,5.244332049755123,2.1029337150242737,0.7702697650571197,0.011947424921356435,9.146018148122431,5.2402463188365545,2.0916645748436467,0.7604640108525552,0.0
spearman,-0.018026617061309803,0.024612083445055614,-0.07426554235075378,-0.027945283034182755,0.04076607736876358,-0.01915239515209096,0.03457044012440558,0.0043966488882383374,0.020023858269432565,0.07213390896287349,-0.06796831944142188,0.008962805735841997,-0.060387726587135294,0.054832305689886424,-0.05185351332870569,-0.007555788410186308,0.09033075264574375,0.0087578659907739,0.017604728338519816,0.035401966096221864,0.03449061491780686,0.011324848939603524,0.06334518963680298,0.10822015274681235,-0.03175501085873931
