Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk
318,0.2952000000,0.0789997468,0.4833687536,2.8699639353,-0.0881471888,0.1628000000,0.0757902368,0.4829828197,3.7404881450,0.6800189643,0.5420000000,0.0675573830,0.1244878443,2.6672860269,0.0445234508,0.1200000000,0.0331058907,0.0075471698,2.6506473440,0.2248921661
