Feature,Importance
INF_sd,0.11139998686688629
IND_sd,0.11134781566949535
INF_avg,0.09611241604721073
INF_sk,0.08447339826146877
IND_avg,0.07004416520454043
INC_sd,0.06245536526633012
SUP_r1,0.0580660092151407
INC_avg,0.053717545911261794
INC_kr,0.050851277513244184
SUP_sd,0.04229132022091641
IND_r1,0.03036467811728572
INF_kr,0.028555723815637635
SUP_kr,0.02660365931589674
SUP_avg,0.026601143585568403
INC_r1,0.026256347028821816
IND_sk,0.02573672591997532
SUP_sk,0.024557200529374663
INC_sk,0.024382611333108706
IND_kr,0.023553040345890012
INF_r1,0.022629569831946222
