Feature,Importance
INC_avg,0.1245950658536608
INF_sd,0.12178333812595868
IND_r1,0.0915503808471915
INF_avg,0.08996176206886324
INF_r1,0.08766753389214191
IND_avg,0.08052201252711459
SUP_sd,0.07746847597540181
SUP_avg,0.05598149744946288
SUP_r1,0.04190509836958352
SUP_sk,0.03824678814228733
IND_sd,0.03621812605070831
INC_sd,0.022725560626377615
INC_kr,0.02126075172763824
INF_sk,0.019588665984967713
INC_r1,0.017419461672173033
IND_kr,0.016838012210506757
INF_kr,0.016763069136963113
SUP_kr,0.014940984918388477
IND_sk,0.01266645764922037
INC_sk,0.011896956771390086
