Feature,Importance
SUP_avg,0.14451768650040572
SUP_kr,0.11332445337777122
INF_avg,0.07978853682946481
SUP_sd,0.07103679052019549
INC_avg,0.06901632569995905
INC_sd,0.060059518774186166
SUP_r1,0.05906563650188343
INF_r1,0.04599075293224986
INC_sk,0.04126809586254978
IND_kr,0.03971316478875311
INF_sd,0.0368667622583426
IND_avg,0.03476848561859233
IND_r1,0.030459407861713243
SUP_sk,0.02904342190187292
INC_kr,0.02888419174290618
INC_r1,0.026486013094465043
INF_sk,0.026373182482561913
INF_kr,0.024653674518890036
IND_sk,0.022010102201695907
IND_sd,0.016673796531541094
