Feature,Importance
SUP_sd,0.17961608996774836
INF_sd,0.10365203028549433
INF_r1,0.10207802479272272
SUP_r1,0.0670718007207197
SUP_avg,0.06387726156795898
IND_sd,0.059090849371387096
INC_r1,0.0568063276055583
INF_avg,0.04608878236180902
INC_sk,0.04544528479283727
INC_sd,0.04051559574990442
INF_sk,0.039677587779082805
IND_avg,0.03525817830992822
IND_r1,0.028849388229416514
SUP_kr,0.02862628585239863
INC_avg,0.023281983835263316
IND_kr,0.023154271508229626
IND_sk,0.015189453884834338
INC_kr,0.015155525713153952
SUP_sk,0.014542518158689255
INF_kr,0.012022759512863294
