Feature,Importance
INF_sd,0.16729075908642643
SUP_avg,0.08814420417169277
INC_r1,0.07800884765788356
IND_sk,0.07455654387064758
SUP_r1,0.06487432745058562
INC_avg,0.0627110762408091
INF_r1,0.052904178694099115
INC_kr,0.052541253789154856
SUP_sd,0.04672858026901807
INF_kr,0.039622333364960294
IND_kr,0.036493464025529804
INF_avg,0.03471453080425714
IND_sd,0.03369082451201557
IND_r1,0.029757049935328673
INC_sk,0.029587011390108216
IND_avg,0.02888618066083835
SUP_kr,0.024280974850111554
INF_sk,0.020336623985508638
SUP_sk,0.0182468847225589
INC_sd,0.01662435051846595
