Feature,Importance
INF_sd,0.20579795505910067
INC_sd,0.1075941596980107
SUP_sd,0.08361511971291544
IND_r1,0.06959058749001086
INC_avg,0.05711011839782745
INF_r1,0.056340911553765576
IND_avg,0.05313760320362827
INF_kr,0.05010440957806641
SUP_r1,0.0454251341010953
SUP_avg,0.040386013405446904
INC_r1,0.03912423440486254
INC_kr,0.029067522123961548
INF_avg,0.02686587328082622
SUP_kr,0.025920413131357435
IND_sk,0.022245760057511374
SUP_sk,0.018205939943744764
IND_kr,0.01797514192867748
INF_sk,0.017315365633371792
IND_sd,0.01722706749976188
INC_sk,0.016950669796057315
