Feature,Importance
INF_r1,0.17214424415099674
SUP_sd,0.1015114623264277
INF_sd,0.09618089699737759
IND_sd,0.0957763170449046
INC_sd,0.09107582437674283
SUP_r1,0.06670334161601184
IND_r1,0.04312538423352219
SUP_avg,0.0396278877875203
INC_kr,0.03841512231319652
INC_r1,0.034445213433055955
INC_avg,0.03286576265847786
SUP_sk,0.02752243840910446
IND_avg,0.026226537287549555
IND_kr,0.022608290197277392
INF_avg,0.022355151742523973
INF_sk,0.021583833040391222
IND_sk,0.019684511764896134
INC_sk,0.01697063397875551
SUP_kr,0.016929577129115646
INF_kr,0.014247569512151871
