Feature,Importance
INC_sd,0.2676089888829522
INF_avg,0.1161479763145899
INC_avg,0.10786168062049883
SUP_sd,0.09776602070904267
INF_sd,0.06451067749824858
IND_avg,0.05195868577298791
SUP_avg,0.03948654539150651
SUP_sk,0.03635590486000237
INF_kr,0.030062666264138286
INF_sk,0.025747351444023056
INC_r1,0.022549784039988915
SUP_r1,0.020917908190113826
SUP_kr,0.02051315760734018
IND_sd,0.01724344951781396
INC_sk,0.015397654669193572
IND_kr,0.01483766151389333
IND_r1,0.013619409821787718
IND_sk,0.013499000467751203
INC_kr,0.012723543888075027
INF_r1,0.011191932526051995
