Feature,Importance
SUP_sd,0.20693975982617333
INF_sd,0.15266560905379817
INF_avg,0.07616524035342191
SUP_r1,0.07532815348018965
INC_avg,0.06364526509348786
INC_sd,0.055931017491105635
INF_sk,0.04772501317511455
IND_r1,0.046362941377300924
IND_avg,0.042776858908130724
INC_r1,0.03204263348404409
INF_r1,0.029319225385282185
INC_sk,0.027758402706027585
SUP_kr,0.02573006098970263
SUP_avg,0.01921675521709578
IND_sk,0.018850106232385234
SUP_sk,0.017091392879635615
INC_kr,0.01701973669042975
IND_sd,0.015947653472365046
INF_kr,0.015149197152904602
IND_kr,0.01433497703140462
