Feature,Importance
SUP_sd,0.11909747134627673
INC_r1,0.10813615582729044
SUP_r1,0.0895768386397955
INF_sd,0.07858138681216027
IND_kr,0.06554823833074598
INC_avg,0.056481231288239654
SUP_avg,0.053245701700250885
INF_avg,0.048283824541203745
IND_r1,0.04681956578885853
INF_sk,0.04303418874648995
INF_r1,0.04131131584860657
IND_sk,0.03579855449435245
INC_kr,0.03339887375427668
INC_sd,0.03243036905824061
SUP_kr,0.03239792851228333
IND_sd,0.031258075981933885
INF_kr,0.024712911027617274
INC_sk,0.02416755246769207
SUP_sk,0.021646719394396472
IND_avg,0.014073096439289114
