Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD,COMOLSD
71,0.4195774648,0.1129057518,0.8036942795,1.9951538063,-0.0094696641,0.1043661972,0.070044903,0.7935410863,2.9897360971,0.9574730428,0.476056338,0.070360818,0.348415197,2.2335037656,-0.0421770808,0.0715492958,0.019904553,0.1130722447,2.6910311227,-0.1286056154,0.8778196736949999,0.8737374727,0.87187058555
129,0.3893869732,0.093134063,0.7703406325,2.4563046955,-0.0280224967,0.122605364,0.0783896436,0.8290879401,2.6283810561,0.6904333051,0.4880076628,0.0488238677,0.1165601793,2.8767497313,-0.0166989423,0.072605364,0.0200982598,-0.0680364212,3.5023936899,0.4536950912,0.88212195135,0.8713151483499999,0.8601232140499999
22,0.4022580645,0.1015035254,0.7509196364,2.7604802591,0.0059230044,0.1401612903,0.0858541888,0.8271968469,2.576117196,0.5228941869,0.4575806452,0.0507106111,0.2015104235,3.5341374,0.1350726176,0.0627419355,0.0190643524,0.0152758442,3.4055887293,0.5408893718,0.74901920087,0.7472773671,0.73762834155
183,0.3490322581,0.0807866501,0.6193841093,2.3640761921,0.0477772725,0.1229032258,0.086972133,0.8058747816,2.7741460859,0.7416118866,0.5280645161,0.0517387578,0.2054933372,3.1905752875,0.1157723615,0.0795967742,0.0213042171,0.146350246,2.7566437632,0.3929019211,0.8038236298599999,0.7912348318550001,0.7844906953499999
429,0.4453030303,0.1145904393,0.7964609372,2.2879179397,-0.1435956883,0.0957575758,0.0736507032,0.8556699104,3.7504489037,1.0354868946,0.4589393939,0.0629364467,0.4249979486,2.5618816354,-0.0260807511,0.0768181818,0.0207553637,-0.1113009427,2.5869213119,0.1635630898,0.81216108937,0.8065373806000002,0.8052607797499997
64,0.3970348837,0.0790417828,0.7323526571,2.3186778103,-0.0483613346,0.1152906977,0.081877868,0.8354643849,3.1791794221,0.8724049,0.4876744186,0.0483488875,0.1077399267,2.8998863198,-0.1088857758,0.0708139535,0.0222415448,0.1254687265,3.9498528363,0.306555254,0.7590314451500001,0.7387688963000001,0.7268554897499999
481,0.4151933702,0.097110697,0.7347748452,2.4354273385,0.0979890844,0.1099447514,0.0667931352,0.7598546905,2.6251501602,0.7223238433,0.4748618785,0.0586270895,0.1935871162,2.7647543411,-0.4229639757,0.0731491713,0.019426156,-0.0304328053,3.4582644426,0.5064687885,0.7541445870500001,0.7199155125,0.7089140523999999
241,0.5681690141,0.1369672507,0.8545703991,2.4055557884,-0.4906025174,0.0800704225,0.0708051928,0.8397133928,5.7918423648,1.666117539,0.3517605634,0.0830602979,0.6533131751,2.365598652,0.1159624911,0.0723239437,0.0198467897,0.0469838377,2.9942147861,0.3416487127,0.8024932447000002,0.794979302,0.7853894772499999
281,0.3769230769,0.1002472289,0.7426925073,2.2245546628,0.0118594781,0.1271794872,0.0933685479,0.8666274715,2.7158090268,0.7542038942,0.4958974359,0.0489226469,0.0377071821,2.1003521962,0.2532591482,0.0685897436,0.018308213,0.1284091559,2.3173974437,-0.09227378,0.851162199925,0.84795675195,0.8438366221999999
84,0.4,0.0928620356,0.7337723424,2.1846660739,-0.1785662054,0.0801459854,0.0641165158,0.7944033588,3.5925659977,1.1000023815,0.5198540146,0.0579451717,0.2504836887,3.0531668221,0.0471010085,0.0820437956,0.021380757,0.1878350626,2.4060728821,-0.2353680225,0.8201216482,0.8147515735,0.8082095256
161,0.4476190476,0.1358887767,0.8816493696,1.8007154043,-0.3513962379,0.105,0.0945477959,0.9010770392,2.2631017769,0.7685509908,0.4473809524,0.0628702187,0.3883640451,2.8864734933,0.3855566581,0.0730952381,0.0228335692,0.2400552943,2.1914500629,0.2048386747,0.876538476955,0.8755670562499999,0.8747922004500002
