,l5_r0.05,l5_r0.1,l5_r0.25,l5_r0.5,l5_r1.0,l10_r0.05,l10_r0.1,l10_r0.25,l10_r0.5,l10_r1.0,l25_r0.05,l25_r0.1,l25_r0.25,l25_r0.5,l25_r1.0,l50_r0.05,l50_r0.1,l50_r0.25,l50_r0.5,l50_r1.0,l100_r0.05,l100_r0.1,l100_r0.25,l100_r0.5,l100_r1.0
GAP,0.3074681224350328,0.3066668974419951,0.3060593370922391,0.31038534105624727,0.3132312096130778,0.1549796192000038,0.1664005330437158,0.1438289764380963,0.1619424381657129,0.16332722942384412,0.05340838932281819,0.032392742273681725,0.020895096649817216,0.04650145503402306,0.06032010440527393,0.03026653593142153,0.01358694115552709,0.011880543922214326,0.00946787637290367,0.01841545602111299,0.013582466313599856,0.005450900455126776,0.013368676275541063,0.011781097262624603,0.0
spearman,-0.06620700849709305,-0.041445820272592304,-0.0017354687645597645,0.021169788663519453,-0.0037137901423428235,-0.05343339889611883,-0.056214193816222814,-0.07915674753144007,-0.00934348668500103,0.004753804122335972,-0.05476702595073458,-0.0027391006721048743,0.03177411737712931,-0.02093947408398468,-0.07004413813558148,0.01872053779246807,0.05735288607587755,0.006169319820061793,0.032457811633821214,0.08194972046178894,0.00027334668493354076,-0.01447322438521013,-0.009911055548620824,0.0623780716169988,0.0567519076877372
