,l5_r0.05,l5_r0.1,l5_r0.25,l5_r0.5,l5_r1.0,l10_r0.05,l10_r0.1,l10_r0.25,l10_r0.5,l10_r1.0,l25_r0.05,l25_r0.1,l25_r0.25,l25_r0.5,l25_r1.0,l50_r0.05,l50_r0.1,l50_r0.25,l50_r0.5,l50_r1.0,l100_r0.05,l100_r0.1,l100_r0.25,l100_r0.5,l100_r1.0
GAP,2.0022511326951613,1.133734287928298,0.39017480162643614,0.036201239857254215,0.28976547258743723,2.4174478517011613,1.3821551512140213,0.4846097280666014,0.09085415534396928,0.21140122420459825,2.4945669397140966,1.513599230772827,0.6348426743434,0.1890683107212096,0.12165975207320638,2.606484406223391,1.5572775746456062,0.6785515352866974,0.22747345600061813,0.0492685117614586,2.6197077247721112,1.6259175634761374,0.7182815845059921,0.27721444252595395,0.0
spearman,-0.07296972154225484,-0.09846094825584643,-0.049735843976630605,-0.03559842975792073,-0.17509183242671914,-0.042612679212523326,-0.04711549989269185,0.010059208215985717,-0.07087879067194425,-0.19122475424366453,-0.08133499677399644,-0.05114050511962109,-0.1625376183231814,-0.29027572979023736,-0.3167588042193134,-0.11589327611137895,-0.1896891027070909,-0.3198773725695055,-0.33561933138832417,-0.5016889280727871,-0.2172598219988699,-0.3002194942345243,-0.3448451448705884,-0.5262542996560036,-0.5733140198992298
