Instance,AS_Prediction
71,0.8540872079291656
129,0.8348821292962478
22,0.8672481620595746
183,0.8082901866907557
429,0.8407983206304731
64,0.8410945963799995
481,0.8535867650164635
241,0.8605118006008299
281,0.8548672025131839
84,0.8507190252225091
161,0.8429824679234678
103,0.8527401574088143
209,0.8495475100114964
206,0.8551112894707634
244,0.8586317109569864
336,0.8451771632472351
331,0.8464847606382869
0,0.8414646825675598
261,0.8636097723519387
504,0.8602827299253865
407,0.8482604872409856
440,0.855795727052977
230,0.85778214183765
430,0.858162012883931
A,0.8615805971113059
357,0.8552306531897504
202,0.8515968688970083
345,0.854926700362325
232,0.8594338696530209
127,0.8593471891659266
20,0.8507527000772874
387,0.857315127957513
67,0.8628157665824324
502,0.8512900020824786
94,0.852354537988772
74,0.8529204273108045
23,0.8550267748390664
156,0.8409233613760959
394,0.8517853457521661
121,0.8630625100085086
242,0.8533531458139951
80,0.8365126831134303
11,0.8509843981886117
59,0.8682479775999972
179,0.8576036233682117
427,0.843523236472966
340,0.8531751460371665
137,0.8384014149965532
366,0.8608900767805748
322,0.8545354971014565
81,0.849804185360986
237,0.8623505137071547
69,0.8555533957224681
239,0.8486576086791178
497,0.8343487343098649
496,0.8613959197936434
