Feature,Importance
INF_r1,0.18216449132059476
SUP_sk,0.15150335328894043
INC_sd,0.14162881740479974
INF_sd,0.1312903144502827
IND_sk,0.07113484891709439
IND_sd,0.06420562825211801
SUP_sd,0.05136014742022941
INC_r1,0.037580963926622114
INF_avg,0.03626926603505811
INC_sk,0.024249755739788836
IND_avg,0.02353731601569864
SUP_r1,0.019890761597631545
INF_sk,0.019338734222893002
INC_avg,0.014007451818483839
SUP_avg,0.010160219127052618
IND_kr,0.005984476238708535
INC_kr,0.005424023962699637
IND_r1,0.003523267376683104
SUP_kr,0.003426803116269837
INF_kr,0.003319359768350737
