Feature,Importance
INF_r1,0.2929785226379582
SUP_sd,0.20024318003958086
IND_sk,0.08119997849071031
INC_kr,0.0810854157840206
INC_avg,0.06121432997360089
SUP_kr,0.04333911054540305
IND_avg,0.041599733023002655
SUP_r1,0.02976267215997487
SUP_sk,0.029707310793067765
IND_sd,0.029549505656928033
INF_sd,0.02429417953601303
INC_r1,0.02277405912945046
SUP_avg,0.013537958151640798
IND_r1,0.011833758087753056
INC_sd,0.00905773768322337
IND_kr,0.006784028023455822
INF_kr,0.006312932557579088
INF_avg,0.005478988761686429
INC_sk,0.004776073783575134
INF_sk,0.004470525181375544
