Feature,Importance
INF_avg,0.29418928214733514
IND_avg,0.27685876945665516
INF_sd,0.10531531941387393
INC_avg,0.07158209729443364
SUP_sd,0.06377666807042315
INF_sk,0.030820776742010128
IND_sd,0.026050866548829883
IND_sk,0.023421559079527823
INC_sd,0.017311256715823273
SUP_kr,0.017210043560970105
SUP_sk,0.013316000564681362
SUP_avg,0.010601941367871213
INC_r1,0.01018151783875529
INF_r1,0.008834902214453922
IND_r1,0.0077155769632170565
SUP_r1,0.005231482236642552
IND_kr,0.005179745380575022
INC_sk,0.004746289533531223
INF_kr,0.0041837349488310326
INC_kr,0.003472169921559106
