Feature,Importance
SUP_avg,0.2625201703290736
INF_avg,0.16331052236026483
INC_avg,0.1051430951284843
SUP_sd,0.0918168391642041
IND_r1,0.08467862930234343
INF_kr,0.060939203725552955
INF_sd,0.054776830493721534
IND_avg,0.03875912162514215
INC_kr,0.035253161952506516
IND_sd,0.023855414705413577
SUP_kr,0.013191500022462766
SUP_r1,0.01273114929308143
INF_sk,0.012060197919826121
INC_sd,0.00930349054054951
INF_r1,0.008084490642776778
INC_r1,0.007502356353955786
INC_sk,0.005214302455251819
IND_sk,0.004483404102295675
IND_kr,0.0033851936253796655
SUP_sk,0.00299092625771345
