Feature,Importance
INF_r1,0.17973585327480093
INF_sd,0.15894316299979938
INC_sk,0.13307311846747022
IND_avg,0.1022758948866535
IND_sd,0.05471053899975473
IND_kr,0.05283492703802217
IND_r1,0.04477934721727411
INC_sd,0.043975016088339
SUP_avg,0.043866468268706174
SUP_kr,0.04168969648206261
SUP_r1,0.037174166354570264
INC_avg,0.027235869180631308
SUP_sd,0.02238167249722887
INC_r1,0.01751200437377258
INC_kr,0.01673621635367843
INF_avg,0.006721717006749236
INF_sk,0.005439062703731023
INF_kr,0.004593559395774172
SUP_sk,0.0031986028738047773
IND_sk,0.0031231055371767034
