Feature,Importance
INF_sd,0.18470809671479568
INC_sd,0.12957528258599463
INF_sk,0.10317286582312393
INC_r1,0.0834876327322023
IND_r1,0.0710006553630145
SUP_avg,0.06732208437377458
INF_avg,0.061588154583280943
INC_avg,0.057501496800842974
INC_kr,0.0415082956914075
SUP_sd,0.030417189439666405
INF_r1,0.02461705852472333
INF_kr,0.0241459451509642
IND_avg,0.02210431502157296
SUP_sk,0.020086460931672382
IND_sd,0.019766112440389123
SUP_kr,0.01973426099379688
INC_sk,0.017452964214029535
IND_sk,0.011146269763911833
SUP_r1,0.006386484082288436
IND_kr,0.004278374768547843
