Feature,Importance
IND_avg,0.1559157554496516
SUP_sd,0.14837803622466678
IND_r1,0.142507048601329
INC_avg,0.11378946333408639
SUP_avg,0.09512444860833572
INC_sd,0.06949336787857321
INF_sd,0.067371852985336
INF_avg,0.038308130774593024
IND_sk,0.03372859823499506
SUP_kr,0.030955071782938305
INC_r1,0.029101337589451638
IND_kr,0.02105451214750114
SUP_r1,0.013577172052830768
INF_sk,0.007495594215169659
SUP_sk,0.006957339966964957
IND_sd,0.006873975646778084
INC_kr,0.006084887486986395
INF_kr,0.005177244584541481
INC_sk,0.004361618394644183
INF_r1,0.003744544040626634
