Feature,Importance
IND_sd,0.21456018957746184
INC_sd,0.20801510603206064
INC_avg,0.11122665243873328
IND_avg,0.10620872826708559
INF_sd,0.08752805886440151
SUP_sd,0.06724119190542852
INF_kr,0.05639683808263385
INC_r1,0.04057902743816388
IND_kr,0.02634721834046897
SUP_avg,0.017007391938142328
INF_avg,0.013903084900981315
INF_r1,0.008222163746858116
SUP_r1,0.0067178333945223335
INC_kr,0.0061871672302274625
IND_r1,0.006098355803312621
SUP_kr,0.006003739506773636
INC_sk,0.005891045488846267
SUP_sk,0.004892240862711936
IND_sk,0.003991844453170418
INF_sk,0.00298212172801542
