Feature,Importance
INC_avg,0.2771702931574238
SUP_avg,0.17449120459097978
INC_r1,0.16229828921058853
IND_r1,0.1486188588787624
SUP_sd,0.0498945377900884
SUP_sk,0.029644535492471386
INF_sd,0.02212581442377631
IND_avg,0.021945938636182917
INC_sd,0.020667687013482414
INF_avg,0.01512067925233805
INC_sk,0.01403698237458503
SUP_r1,0.01350510740409145
IND_sd,0.012282648746896996
IND_sk,0.007143764482796014
INC_kr,0.005893908978813226
INF_kr,0.005611074321132284
IND_kr,0.005392575068868603
INF_r1,0.00505756687815639
SUP_kr,0.005040950780193113
INF_sk,0.004057582518373137
