Feature,Importance
INC_sk,0.185669036637759
IND_avg,0.18029026900180004
IND_kr,0.09309662752372548
INC_kr,0.07583935745747414
IND_sd,0.07570435934325265
INF_sd,0.0705758773743639
INC_r1,0.062193391129173124
INC_sd,0.05175095401527741
INC_avg,0.041890593472936465
SUP_avg,0.028499710079705955
INF_r1,0.028116490497405784
IND_sk,0.02192780062110904
INF_kr,0.0196085061712484
SUP_sd,0.016731636062919126
SUP_kr,0.01608147604226323
IND_r1,0.010055939500731925
SUP_sk,0.00777172161752703
SUP_r1,0.0054630457096734135
INF_sk,0.004652149159502042
INF_avg,0.004081058582151972
