Feature,Importance
INC_avg,0.14918711168085785
INF_sd,0.12380596036898173
IND_sk,0.10287281298582819
SUP_sk,0.0818847565532987
INC_sd,0.07001131658283663
INF_avg,0.06203325192886917
SUP_avg,0.061570095302293196
IND_sd,0.06022896748259696
IND_avg,0.05760362020252472
IND_kr,0.05422569897278506
SUP_sd,0.04984742711344039
INF_r1,0.04802501588255208
SUP_r1,0.02350239834013401
INC_r1,0.019967210215801636
INC_kr,0.011885038047596946
INC_sk,0.006370301573546221
INF_sk,0.005147788411036236
SUP_kr,0.0047086639147384275
IND_r1,0.003849519910536638
INF_kr,0.003273044529745368
