Generation 0 | Revalues: 100 | GridSize: 3
Generation 1 | Revalues: 332 | GridSize: 5
Generation 2 | Revalues: 570 | GridSize: 2
Generation 3 | Revalues: 782 | GridSize: 6
Generation 4 | Revalues: 988 | GridSize: 8
Generation 5 | Revalues: 1232 | GridSize: 17
Generation 6 | Revalues: 1448 | GridSize: 15
Generation 7 | Revalues: 1652 | GridSize: 26
Generation 8 | Revalues: 1890 | GridSize: 23
Generation 9 | Revalues: 2124 | GridSize: 28
Generation 10 | Revalues: 2338 | GridSize: 22
Generation 11 | Revalues: 2552 | GridSize: 21
Generation 12 | Revalues: 2780 | GridSize: 16
Generation 13 | Revalues: 3000 | GridSize: 19
Generation 14 | Revalues: 3186 | GridSize: 22
Generation 15 | Revalues: 3398 | GridSize: 28
Generation 16 | Revalues: 3608 | GridSize: 27
Generation 17 | Revalues: 3808 | GridSize: 26
Generation 18 | Revalues: 4044 | GridSize: 27
Generation 19 | Revalues: 4244 | GridSize: 27
Generation 20 | Revalues: 4422 | GridSize: 25
Generation 21 | Revalues: 4644 | GridSize: 21
Generation 22 | Revalues: 4856 | GridSize: 29
Generation 23 | Revalues: 5086 | GridSize: 36
Generation 24 | Revalues: 5296 | GridSize: 36
Generation 25 | Revalues: 5524 | GridSize: 31
Generation 26 | Revalues: 5754 | GridSize: 26
Generation 27 | Revalues: 5972 | GridSize: 24
Generation 28 | Revalues: 6208 | GridSize: 32
Generation 29 | Revalues: 6436 | GridSize: 31
Generation 30 | Revalues: 6654 | GridSize: 29
Generation 31 | Revalues: 6848 | GridSize: 28
Generation 32 | Revalues: 7084 | GridSize: 30
Generation 33 | Revalues: 7290 | GridSize: 35
Generation 34 | Revalues: 7526 | GridSize: 30
Generation 35 | Revalues: 7718 | GridSize: 33
Generation 36 | Revalues: 7952 | GridSize: 27
Generation 37 | Revalues: 8198 | GridSize: 22
Generation 38 | Revalues: 8438 | GridSize: 23
Generation 39 | Revalues: 8668 | GridSize: 24
Generation 40 | Revalues: 8880 | GridSize: 22
Generation 41 | Revalues: 9088 | GridSize: 24
Generation 42 | Revalues: 9318 | GridSize: 33
Generation 43 | Revalues: 9512 | GridSize: 28
Generation 44 | Revalues: 9748 | GridSize: 35
Generation 45 | Revalues: 9958 | GridSize: 25
Generation 46 | Revalues: 10172 | GridSize: 25
Generation 47 | Revalues: 10396 | GridSize: 30
Generation 48 | Revalues: 10606 | GridSize: 44
Generation 49 | Revalues: 10800 | GridSize: 33
Generation 50 | Revalues: 11024 | GridSize: 31
Generation 51 | Revalues: 11246 | GridSize: 26
Generation 52 | Revalues: 11476 | GridSize: 33
Generation 53 | Revalues: 11684 | GridSize: 37
Generation 54 | Revalues: 11922 | GridSize: 35
Generation 55 | Revalues: 12146 | GridSize: 34
Generation 56 | Revalues: 12350 | GridSize: 33
Generation 57 | Revalues: 12556 | GridSize: 29
Generation 58 | Revalues: 12784 | GridSize: 35
Generation 59 | Revalues: 12990 | GridSize: 36
Generation 60 | Revalues: 13202 | GridSize: 39
Generation 61 | Revalues: 13398 | GridSize: 36
Generation 62 | Revalues: 13630 | GridSize: 36
Generation 63 | Revalues: 13852 | GridSize: 33
