Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD,COMOLSD
71,0.4195774648,0.1129057518,0.8036942795,1.9951538063,-0.0094696641,0.1043661972,0.070044903,0.7935410863,2.9897360971,0.9574730428,0.476056338,0.070360818,0.348415197,2.2335037656,-0.0421770808,0.0715492958,0.019904553,0.1130722447,2.6910311227,-0.1286056154,0.8034276004529923,0.7987600660205901,0.7962444549811327
129,0.3893869732,0.093134063,0.7703406325,2.4563046955,-0.0280224967,0.122605364,0.0783896436,0.8290879401,2.6283810561,0.6904333051,0.4880076628,0.0488238677,0.1165601793,2.8767497313,-0.0166989423,0.072605364,0.0200982598,-0.0680364212,3.5023936899,0.4536950912,0.736868985622724,0.6385387793803322,0.6329460293896265
22,0.4022580645,0.1015035254,0.7509196364,2.7604802591,0.0059230044,0.1401612903,0.0858541888,0.8271968469,2.576117196,0.5228941869,0.4575806452,0.0507106111,0.2015104235,3.5341374,0.1350726176,0.0627419355,0.0190643524,0.0152758442,3.4055887293,0.5408893718,0.5779379086008509,0.5449194609950325,0.5335747421009929
183,0.3490322581,0.0807866501,0.6193841093,2.3640761921,0.0477772725,0.1229032258,0.086972133,0.8058747816,2.7741460859,0.7416118866,0.5280645161,0.0517387578,0.2054933372,3.1905752875,0.1157723615,0.0795967742,0.0213042171,0.146350246,2.7566437632,0.3929019211,0.6216308287561291,0.5946087793419452,0.5848873825842597
429,0.4453030303,0.1145904393,0.7964609372,2.2879179397,-0.1435956883,0.0957575758,0.0736507032,0.8556699104,3.7504489037,1.0354868946,0.4589393939,0.0629364467,0.4249979486,2.5618816354,-0.0260807511,0.0768181818,0.0207553637,-0.1113009427,2.5869213119,0.1635630898,0.6814755224410123,0.6773190997446827,0.6724345942903164
64,0.3970348837,0.0790417828,0.7323526571,2.3186778103,-0.0483613346,0.1152906977,0.081877868,0.8354643849,3.1791794221,0.8724049,0.4876744186,0.0483488875,0.1077399267,2.8998863198,-0.1088857758,0.0708139535,0.0222415448,0.1254687265,3.9498528363,0.306555254,0.5869789877324587,0.5251617175074361,0.5089300588649139
481,0.4151933702,0.097110697,0.7347748452,2.4354273385,0.0979890844,0.1099447514,0.0667931352,0.7598546905,2.6251501602,0.7223238433,0.4748618785,0.0586270895,0.1935871162,2.7647543411,-0.4229639757,0.0731491713,0.019426156,-0.0304328053,3.4582644426,0.5064687885,0.6450676029463988,0.5743966940219732,0.5659375743017526
241,0.5681690141,0.1369672507,0.8545703991,2.4055557884,-0.4906025174,0.0800704225,0.0708051928,0.8397133928,5.7918423648,1.666117539,0.3517605634,0.0830602979,0.6533131751,2.365598652,0.1159624911,0.0723239437,0.0198467897,0.0469838377,2.9942147861,0.3416487127,0.6022640273891229,0.5373589741056274,0.5318904677198112
281,0.3769230769,0.1002472289,0.7426925073,2.2245546628,0.0118594781,0.1271794872,0.0933685479,0.8666274715,2.7158090268,0.7542038942,0.4958974359,0.0489226469,0.0377071821,2.1003521962,0.2532591482,0.0685897436,0.018308213,0.1284091559,2.3173974437,-0.09227378,0.7180805939596329,0.7049655168140226,0.7008500817014928
84,0.4,0.0928620356,0.7337723424,2.1846660739,-0.1785662054,0.0801459854,0.0641165158,0.7944033588,3.5925659977,1.1000023815,0.5198540146,0.0579451717,0.2504836887,3.0531668221,0.0471010085,0.0820437956,0.021380757,0.1878350626,2.4060728821,-0.2353680225,0.6853741421303221,0.6553376561384323,0.647980782096418
161,0.4476190476,0.1358887767,0.8816493696,1.8007154043,-0.3513962379,0.105,0.0945477959,0.9010770392,2.2631017769,0.7685509908,0.4473809524,0.0628702187,0.3883640451,2.8864734933,0.3855566581,0.0730952381,0.0228335692,0.2400552943,2.1914500629,0.2048386747,0.8107356507164599,0.811141942516544,0.8095555121530282
103,0.547979798,0.137061365,0.9004190599,1.821219942,-0.1982285973,0.0926262626,0.0653597018,0.8523040936,3.1795797082,0.9215820641,0.3593939394,0.0860563379,0.762190121,1.9088111043,-0.1329292151,0.0725252525,0.0184414681,0.0858765441,2.8632978812,-0.1798357738,0.5880589197382871,0.5778662696258344,0.5693930597125387
209,0.3826851852,0.0795078203,0.6946529257,2.5931870926,-0.2652974214,0.1108333333,0.079292298,0.8244195699,2.7074757725,0.8137851573,0.5064814815,0.0461341605,-0.0332820035,2.6223862568,-0.0385650423,0.0748148148,0.0210590651,0.3013342108,2.4787870867,0.3411583024,0.6325515829353746,0.6070256113713283,0.5995815498663335
206,0.5367857143,0.0801362042,0.6685008554,3.0441831104,-0.3812135164,0.1193877551,0.0720376365,0.7897082697,4.2812464969,1.104445202,0.3438265306,0.048907978,-0.0484163682,3.4303918385,0.1140031989,0.0631122449,0.0189254082,-0.0084784816,2.7650650331,0.27972339,0.7056498507010011,0.6021700177898593,0.6000137376067526
