Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD,COMOLSD
71,0.32,0.1166190379,-0.5680473373,1.6280276817,0.3631734744,0.14,0.1019803903,0.3209876543,1.9556213018,0.2715454179,0.54,0.1496662955,0.3518518519,1.8469387755,-0.3436215967,0.38,0.1166190379,-0.2686567164,1.6280276817,-0.3631734744,0.8034276004529923,0.7987600660205901,0.7962444549811327
129,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.736868985622724,0.6385387793803322,0.6329460293896265
22,0.2551724138,0.1566595406,0.2826378847,1.7568730846,-0.0957234416,0.2206896552,0.1125850187,0.0408307853,3.002089134,0.602335339,0.524137931,0.1430099404,0.0254271601,3.0084424013,0.1372709801,0.3482758621,0.0855839562,-0.0032019086,2.3812510541,0.2185925605,0.5779379086008509,0.5449194609950325,0.5335747421009929
183,0.25,0.1301708279,0.2371134021,2.6726686375,-0.3778137441,0.2222222222,0.1271724794,0.1588355465,1.6822446244,0.0646941172,0.5277777778,0.1043794124,-0.0978037605,2.5356836184,-0.2798439446,0.3888888889,0.1242259987,-0.2965762561,2.23584,-0.1366684748,0.6216308287561291,0.5946087793419452,0.5848873825842597
429,0.2222222222,0.1474055462,-0.4867088608,2.5750258264,0.0299798212,0.2222222222,0.1133115447,-0.1417910448,2.5417899408,-0.4431470361,0.5555555556,0.1571348403,0.0083586626,1.8033,-0.1025304833,0.3222222222,0.1227262335,-0.9978858351,3.2801666219,1.0137035172,0.6814755224410123,0.6773190997446827,0.6724345942903164
64,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.5869789877324587,0.5251617175074361,0.5089300588649139
481,0.2066666667,0.0997775303,-0.0003160556,1.7173947704,0.2690509377,0.26,0.1540562668,0.0707350902,2.7994571393,0.4682369174,0.5333333333,0.1534781924,-0.361774744,1.951762193,-0.2376753781,0.3666666667,0.0699205899,-0.14,2.1694214876,0.5634097118,0.6450676029463988,0.5743966940219732,0.5659375743017526
241,0.2727272727,0.0962091386,0.3219178082,1.9001913265,-0.0455582177,0.2545454545,0.1304790918,0.3171390013,2.788245829,-0.0994366535,0.4727272727,0.1285648693,0.1117256637,4.2479,1.2876414485,0.3545454545,0.0890723543,-0.0029097963,2.3567708333,-0.5230681222,0.6022640273891229,0.5373589741056274,0.5318904677198112
281,0.3230769231,0.1475640469,-0.1426556992,1.876919896,0.3170212355,0.1538461538,0.0929465075,-0.4058744993,4.4367611184,1.0373416275,0.5230769231,0.1249852062,-0.3064563249,1.9466253444,0.0307728727,0.3923076923,0.0729756383,-0.0119760479,4.6362962963,-1.0681471208,0.7180805939596329,0.7049655168140226,0.7008500817014928
84,0.22,0.16,-0.6527196653,1.4189453125,-0.03515625,0.14,0.1019803903,-0.4814814815,1.9556213018,0.2715454179,0.64,0.1019803903,-0.7063492063,1.9556213018,0.2715454179,0.52,0.0979795897,0.1025641026,2.7291666667,0.8675276172,0.6853741421303221,0.6553376561384323,0.647980782096418
