Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD,COMOLSD
71,0.4295384615,0.1164663143,0.5843930671,2.5819599866,-0.1087404056,0.1236923077,0.0902572261,0.591861083,3.2657031704,1.0552993813,0.4467692308,0.0792485417,0.0626778997,2.7066499548,0.1358166957,0.1233846154,0.0389981034,0.2089555427,2.9819161477,0.210034024,0.8034276004529923,0.7987600660205901,0.7962444549811327
129,0.3409859155,0.0799058412,0.3701105816,2.7794614321,0.1466189285,0.1615492958,0.0721919953,0.4382420739,2.5715179657,0.1969021081,0.4974647887,0.0748654814,-0.0832664952,2.48231053,0.2200495779,0.115915493,0.0329351674,-0.1594970253,3.0016527447,0.2241454872,0.736868985622724,0.6385387793803322,0.6329460293896265
22,0.3861538462,0.1062680545,0.5685157336,2.6364838575,-0.0668756871,0.1415384615,0.0821673858,0.6610570584,2.7375889501,0.6862205962,0.4723076923,0.0757174755,0.1253070472,3.4965649471,-0.1807710597,0.1146153846,0.0382532823,0.0281934957,3.9452240281,0.7823680803,0.5779379086008509,0.5449194609950325,0.5335747421009929
183,0.3266666667,0.0854756877,0.3352945248,2.8166707844,0.19379342,0.1402150538,0.0774038216,0.5119421554,2.7552846843,0.7408579219,0.5331182796,0.0766219387,-0.0965175772,3.56014629,-0.2350534968,0.1313978495,0.0347523156,-0.0123296233,2.8936239844,0.0977972119,0.6216308287561291,0.5946087793419452,0.5848873825842597
429,0.3671698113,0.1206331936,0.7199429535,2.4009390899,0.4323962963,0.1641509434,0.1047807047,0.66031421,2.9595875103,0.6438206451,0.4686792453,0.0696632801,0.0036296724,3.1056813504,-0.3868614834,0.1267924528,0.0303298586,-0.0568807965,2.123721113,-0.0014213714,0.6814755224410123,0.6773190997446827,0.6724345942903164
64,0.3346551724,0.0759926384,0.4254938401,3.3100721218,0.3120822559,0.1368965517,0.0706425411,0.4822619112,2.4988813507,0.4441037034,0.5284482759,0.0677801142,-0.0700379039,2.8374311145,-0.2746494316,0.1315517241,0.0394925451,0.0956105854,2.7146788698,0.1129947507,0.5869789877324587,0.5251617175074361,0.5089300588649139
481,0.3654205607,0.0879494372,0.4090586278,2.3953313669,-0.0461057148,0.1336448598,0.0593798563,0.3365590178,2.7222709091,0.3787231287,0.5009345794,0.070532457,-0.001479114,2.5984127545,0.3780931319,0.1164485981,0.0319828323,0.0133388477,3.7416237631,0.6338745128,0.6450676029463988,0.5743966940219732,0.5659375743017526
241,0.403908046,0.116257308,0.6387023288,3.3008527891,0.0721614379,0.123908046,0.0838630016,0.6527665327,3.5376478187,1.0067776366,0.472183908,0.0774511383,0.13249061,3.6257787096,-0.335896941,0.123908046,0.0336088495,0.0034092907,2.8418007442,0.2139593003,0.6022640273891229,0.5373589741056274,0.5318904677198112
281,0.3086792453,0.0725294406,0.4032772176,3.3689608098,0.472057497,0.1626415094,0.0811276875,0.5823254483,3.0462452429,0.3435611936,0.5286792453,0.0684611923,0.150234807,2.76005927,-0.0836527351,0.1290566038,0.0375808136,-0.0609600524,2.2571770307,0.3550946988,0.7180805939596329,0.7049655168140226,0.7008500817014928
84,0.3371428571,0.0852247928,0.4193050837,3.0819240166,-0.481423072,0.13,0.0739691055,0.5032815199,2.4245103586,0.4341661601,0.5328571429,0.0667006716,0.0097742821,4.1662551553,0.0182442983,0.1282142857,0.0304201028,-0.2831842634,2.7601443905,0.1699641162,0.6853741421303221,0.6553376561384323,0.647980782096418
