Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk
B,0.2600000000,0.0228035085,-0.3600000000,2.1449704142,-0.8095920178,0.1860000000,0.0101980390,-0.7063492063,1.9556213018,-0.2715454179,0.5540000000,0.0307245830,-0.4901793339,2.5246337259,0.9035993059,0.0840000000,0.0185472370,0.7126436782,1.5091941590,0.1579875514
