Generation 0 | Revalues: 100 | GridSize: 8
Generation 1 | Revalues: 20110 | GridSize: 207
Generation 2 | Revalues: 22810 | GridSize: 226
Generation 3 | Revalues: 26070 | GridSize: 249
Generation 4 | Revalues: 29100 | GridSize: 251
Generation 5 | Revalues: 31780 | GridSize: 248
Generation 6 | Revalues: 34650 | GridSize: 252
Generation 7 | Revalues: 37170 | GridSize: 278
Generation 8 | Revalues: 39580 | GridSize: 292
Generation 9 | Revalues: 41020 | GridSize: 276
Generation 10 | Revalues: 45130 | GridSize: 281
Generation 11 | Revalues: 46990 | GridSize: 299
Generation 12 | Revalues: 49530 | GridSize: 275
Generation 13 | Revalues: 51780 | GridSize: 280
Generation 14 | Revalues: 53310 | GridSize: 284
Generation 15 | Revalues: 54800 | GridSize: 262
Generation 16 | Revalues: 56070 | GridSize: 260
Generation 17 | Revalues: 57980 | GridSize: 261
Generation 18 | Revalues: 60140 | GridSize: 250
Generation 19 | Revalues: 61720 | GridSize: 259
Generation 20 | Revalues: 64040 | GridSize: 267
Generation 21 | Revalues: 65360 | GridSize: 266
Generation 22 | Revalues: 68080 | GridSize: 287
Generation 23 | Revalues: 70740 | GridSize: 272
Generation 24 | Revalues: 72940 | GridSize: 284
Generation 25 | Revalues: 74490 | GridSize: 271
Generation 26 | Revalues: 75870 | GridSize: 274
Generation 27 | Revalues: 77900 | GridSize: 276
Generation 28 | Revalues: 79500 | GridSize: 279
Generation 29 | Revalues: 81150 | GridSize: 286
Generation 30 | Revalues: 82380 | GridSize: 276
Generation 31 | Revalues: 84770 | GridSize: 282
Generation 32 | Revalues: 86870 | GridSize: 282
Generation 33 | Revalues: 87940 | GridSize: 293
Generation 34 | Revalues: 89080 | GridSize: 284
Generation 35 | Revalues: 90500 | GridSize: 284
Generation 36 | Revalues: 91840 | GridSize: 274
Generation 37 | Revalues: 92930 | GridSize: 272
Generation 38 | Revalues: 94150 | GridSize: 266
Generation 39 | Revalues: 95210 | GridSize: 272
Generation 40 | Revalues: 96450 | GridSize: 279
Generation 41 | Revalues: 97630 | GridSize: 285
Generation 42 | Revalues: 99360 | GridSize: 299
Generation 43 | Revalues: 101040 | GridSize: 296
Generation 44 | Revalues: 102290 | GridSize: 300
Generation 45 | Revalues: 103400 | GridSize: 291
Generation 46 | Revalues: 105150 | GridSize: 300
Generation 47 | Revalues: 106490 | GridSize: 295
Generation 48 | Revalues: 107610 | GridSize: 289
Generation 49 | Revalues: 108610 | GridSize: 296
Generation 50 | Revalues: 109670 | GridSize: 300
Generation 51 | Revalues: 110760 | GridSize: 299
Generation 52 | Revalues: 111900 | GridSize: 300
Generation 53 | Revalues: 113100 | GridSize: 289
Generation 54 | Revalues: 114640 | GridSize: 296
Generation 55 | Revalues: 115880 | GridSize: 300
Generation 56 | Revalues: 117230 | GridSize: 300
Generation 57 | Revalues: 118310 | GridSize: 300
Generation 58 | Revalues: 119320 | GridSize: 300
Generation 59 | Revalues: 120380 | GridSize: 297
