Generation 0 | Revalues: 100 | GridSize: 6
Generation 1 | Revalues: 30520 | GridSize: 299
Generation 2 | Revalues: 35140 | GridSize: 297
Generation 3 | Revalues: 38050 | GridSize: 297
Generation 4 | Revalues: 40980 | GridSize: 300
Generation 5 | Revalues: 43540 | GridSize: 299
Generation 6 | Revalues: 45760 | GridSize: 300
Generation 7 | Revalues: 47110 | GridSize: 299
Generation 8 | Revalues: 49920 | GridSize: 300
Generation 9 | Revalues: 52390 | GridSize: 298
Generation 10 | Revalues: 54320 | GridSize: 300
Generation 11 | Revalues: 57220 | GridSize: 300
Generation 12 | Revalues: 59910 | GridSize: 300
Generation 13 | Revalues: 62070 | GridSize: 300
Generation 14 | Revalues: 63970 | GridSize: 299
Generation 15 | Revalues: 65670 | GridSize: 300
Generation 16 | Revalues: 68100 | GridSize: 300
Generation 17 | Revalues: 69830 | GridSize: 299
Generation 18 | Revalues: 71130 | GridSize: 300
Generation 19 | Revalues: 73280 | GridSize: 300
Generation 20 | Revalues: 75240 | GridSize: 299
Generation 21 | Revalues: 76960 | GridSize: 300
Generation 22 | Revalues: 78720 | GridSize: 300
Generation 23 | Revalues: 80180 | GridSize: 299
Generation 24 | Revalues: 81780 | GridSize: 300
Generation 25 | Revalues: 83280 | GridSize: 300
Generation 26 | Revalues: 84590 | GridSize: 300
Generation 27 | Revalues: 85760 | GridSize: 300
Generation 28 | Revalues: 86840 | GridSize: 300
Generation 29 | Revalues: 88560 | GridSize: 298
Generation 30 | Revalues: 90050 | GridSize: 300
Generation 31 | Revalues: 92530 | GridSize: 297
Generation 32 | Revalues: 93910 | GridSize: 298
Generation 33 | Revalues: 95080 | GridSize: 299
Generation 34 | Revalues: 96570 | GridSize: 300
Generation 35 | Revalues: 97640 | GridSize: 299
Generation 36 | Revalues: 99080 | GridSize: 300
Generation 37 | Revalues: 100800 | GridSize: 300
Generation 38 | Revalues: 102430 | GridSize: 300
Generation 39 | Revalues: 103570 | GridSize: 300
Generation 40 | Revalues: 104720 | GridSize: 298
Generation 41 | Revalues: 106020 | GridSize: 298
Generation 42 | Revalues: 107380 | GridSize: 300
Generation 43 | Revalues: 108800 | GridSize: 300
Generation 44 | Revalues: 110010 | GridSize: 300
Generation 45 | Revalues: 111220 | GridSize: 300
Generation 46 | Revalues: 112520 | GridSize: 300
Generation 47 | Revalues: 113700 | GridSize: 300
Generation 48 | Revalues: 115250 | GridSize: 298
Generation 49 | Revalues: 116470 | GridSize: 300
Generation 50 | Revalues: 117880 | GridSize: 298
Generation 51 | Revalues: 119010 | GridSize: 299
Generation 52 | Revalues: 120430 | GridSize: 300
Generation 53 | Revalues: 121770 | GridSize: 300
Generation 54 | Revalues: 123450 | GridSize: 300
Generation 55 | Revalues: 124760 | GridSize: 300
Generation 56 | Revalues: 126030 | GridSize: 299
Generation 57 | Revalues: 127330 | GridSize: 299
Generation 58 | Revalues: 128500 | GridSize: 300
Generation 59 | Revalues: 129980 | GridSize: 300
Generation 60 | Revalues: 131830 | GridSize: 300
Generation 61 | Revalues: 133070 | GridSize: 300
Generation 62 | Revalues: 134300 | GridSize: 300
Generation 63 | Revalues: 135540 | GridSize: 300
Generation 64 | Revalues: 136940 | GridSize: 300
Generation 65 | Revalues: 138000 | GridSize: 300
Generation 66 | Revalues: 139320 | GridSize: 300
Generation 67 | Revalues: 140360 | GridSize: 300
