Generation 0 | Revalues: 100 | GridSize: 9
Generation 1 | Revalues: 14890 | GridSize: 85
Generation 2 | Revalues: 17700 | GridSize: 79
Generation 3 | Revalues: 19330 | GridSize: 85
Generation 4 | Revalues: 21630 | GridSize: 92
Generation 5 | Revalues: 24200 | GridSize: 79
Generation 6 | Revalues: 26610 | GridSize: 94
Generation 7 | Revalues: 28500 | GridSize: 101
Generation 8 | Revalues: 30390 | GridSize: 90
Generation 9 | Revalues: 31980 | GridSize: 95
Generation 10 | Revalues: 33120 | GridSize: 104
Generation 11 | Revalues: 34570 | GridSize: 104
Generation 12 | Revalues: 36220 | GridSize: 110
Generation 13 | Revalues: 37350 | GridSize: 114
Generation 14 | Revalues: 39290 | GridSize: 122
Generation 15 | Revalues: 40440 | GridSize: 119
Generation 16 | Revalues: 41500 | GridSize: 114
Generation 17 | Revalues: 42640 | GridSize: 121
Generation 18 | Revalues: 43710 | GridSize: 126
Generation 19 | Revalues: 45540 | GridSize: 126
Generation 20 | Revalues: 46610 | GridSize: 129
Generation 21 | Revalues: 48620 | GridSize: 134
Generation 22 | Revalues: 49740 | GridSize: 134
Generation 23 | Revalues: 50790 | GridSize: 143
Generation 24 | Revalues: 51900 | GridSize: 151
Generation 25 | Revalues: 52970 | GridSize: 159
Generation 26 | Revalues: 54200 | GridSize: 160
Generation 27 | Revalues: 55560 | GridSize: 152
Generation 28 | Revalues: 57120 | GridSize: 141
Generation 29 | Revalues: 58170 | GridSize: 142
Generation 30 | Revalues: 59640 | GridSize: 131
Generation 31 | Revalues: 60740 | GridSize: 132
Generation 32 | Revalues: 61840 | GridSize: 119
Generation 33 | Revalues: 63190 | GridSize: 115
Generation 34 | Revalues: 64210 | GridSize: 118
Generation 35 | Revalues: 65660 | GridSize: 122
Generation 36 | Revalues: 66830 | GridSize: 119
Generation 37 | Revalues: 67860 | GridSize: 117
Generation 38 | Revalues: 69000 | GridSize: 124
Generation 39 | Revalues: 70250 | GridSize: 126
Generation 40 | Revalues: 71510 | GridSize: 127
Generation 41 | Revalues: 73000 | GridSize: 130
Generation 42 | Revalues: 74490 | GridSize: 133
Generation 43 | Revalues: 75540 | GridSize: 135
Generation 44 | Revalues: 76590 | GridSize: 150
Generation 45 | Revalues: 78060 | GridSize: 160
Generation 46 | Revalues: 79220 | GridSize: 153
Generation 47 | Revalues: 81180 | GridSize: 148
Generation 48 | Revalues: 82220 | GridSize: 150
Generation 49 | Revalues: 83410 | GridSize: 136
Generation 50 | Revalues: 84490 | GridSize: 140
Generation 51 | Revalues: 85570 | GridSize: 150
Generation 52 | Revalues: 86650 | GridSize: 141
Generation 53 | Revalues: 87720 | GridSize: 139
Generation 54 | Revalues: 88730 | GridSize: 146
Generation 55 | Revalues: 90150 | GridSize: 150
Generation 56 | Revalues: 91450 | GridSize: 148
Generation 57 | Revalues: 92630 | GridSize: 145
Generation 58 | Revalues: 93750 | GridSize: 149
Generation 59 | Revalues: 95090 | GridSize: 143
Generation 60 | Revalues: 96110 | GridSize: 149
Generation 61 | Revalues: 97240 | GridSize: 152
Generation 62 | Revalues: 98350 | GridSize: 149
Generation 63 | Revalues: 99360 | GridSize: 152
Generation 64 | Revalues: 100730 | GridSize: 154
Generation 65 | Revalues: 101810 | GridSize: 155
Generation 66 | Revalues: 103130 | GridSize: 158
Generation 67 | Revalues: 104680 | GridSize: 156
Generation 68 | Revalues: 105700 | GridSize: 159
Generation 69 | Revalues: 106770 | GridSize: 162
Generation 70 | Revalues: 107980 | GridSize: 158
Generation 71 | Revalues: 109050 | GridSize: 158
Generation 72 | Revalues: 110130 | GridSize: 162
Generation 73 | Revalues: 111460 | GridSize: 163
Generation 74 | Revalues: 113100 | GridSize: 159
Generation 75 | Revalues: 114340 | GridSize: 163
Generation 76 | Revalues: 115400 | GridSize: 160
Generation 77 | Revalues: 116440 | GridSize: 162
Generation 78 | Revalues: 117960 | GridSize: 166
Generation 79 | Revalues: 119600 | GridSize: 161
Generation 80 | Revalues: 120630 | GridSize: 161
Generation 81 | Revalues: 121770 | GridSize: 161
Generation 82 | Revalues: 122790 | GridSize: 165
Generation 83 | Revalues: 123810 | GridSize: 170
Generation 84 | Revalues: 124830 | GridSize: 178
Generation 85 | Revalues: 126070 | GridSize: 176
Generation 86 | Revalues: 127190 | GridSize: 177
Generation 87 | Revalues: 128280 | GridSize: 172
