Generation 0 | Revalues: 100 | GridSize: 8
Generation 1 | Revalues: 16660 | GridSize: 199
Generation 2 | Revalues: 21830 | GridSize: 213
Generation 3 | Revalues: 25060 | GridSize: 235
Generation 4 | Revalues: 30720 | GridSize: 261
Generation 5 | Revalues: 32050 | GridSize: 266
Generation 6 | Revalues: 36170 | GridSize: 248
Generation 7 | Revalues: 37840 | GridSize: 255
Generation 8 | Revalues: 39490 | GridSize: 269
Generation 9 | Revalues: 40820 | GridSize: 298
Generation 10 | Revalues: 41970 | GridSize: 300
Generation 11 | Revalues: 43220 | GridSize: 292
Generation 12 | Revalues: 44930 | GridSize: 290
Generation 13 | Revalues: 47400 | GridSize: 287
Generation 14 | Revalues: 48820 | GridSize: 279
Generation 15 | Revalues: 50140 | GridSize: 290
Generation 16 | Revalues: 52880 | GridSize: 278
Generation 17 | Revalues: 54270 | GridSize: 289
Generation 18 | Revalues: 55470 | GridSize: 291
Generation 19 | Revalues: 56670 | GridSize: 296
Generation 20 | Revalues: 57790 | GridSize: 292
Generation 21 | Revalues: 59110 | GridSize: 299
Generation 22 | Revalues: 60170 | GridSize: 300
Generation 23 | Revalues: 61270 | GridSize: 296
Generation 24 | Revalues: 62630 | GridSize: 297
Generation 25 | Revalues: 64350 | GridSize: 294
Generation 26 | Revalues: 65620 | GridSize: 295
Generation 27 | Revalues: 66960 | GridSize: 300
Generation 28 | Revalues: 68230 | GridSize: 300
Generation 29 | Revalues: 70980 | GridSize: 292
Generation 30 | Revalues: 72160 | GridSize: 291
Generation 31 | Revalues: 73940 | GridSize: 289
Generation 32 | Revalues: 75210 | GridSize: 281
Generation 33 | Revalues: 76280 | GridSize: 279
Generation 34 | Revalues: 77360 | GridSize: 289
Generation 35 | Revalues: 78520 | GridSize: 289
Generation 36 | Revalues: 80380 | GridSize: 290
Generation 37 | Revalues: 81430 | GridSize: 294
Generation 38 | Revalues: 82670 | GridSize: 296
Generation 39 | Revalues: 83820 | GridSize: 298
Generation 40 | Revalues: 85080 | GridSize: 298
Generation 41 | Revalues: 86190 | GridSize: 296
Generation 42 | Revalues: 87270 | GridSize: 291
Generation 43 | Revalues: 88440 | GridSize: 297
Generation 44 | Revalues: 89600 | GridSize: 300
Generation 45 | Revalues: 90660 | GridSize: 298
Generation 46 | Revalues: 91790 | GridSize: 300
Generation 47 | Revalues: 93190 | GridSize: 299
Generation 48 | Revalues: 94420 | GridSize: 300
Generation 49 | Revalues: 95460 | GridSize: 300
Generation 50 | Revalues: 96760 | GridSize: 300
Generation 51 | Revalues: 97890 | GridSize: 298
Generation 52 | Revalues: 99190 | GridSize: 291
Generation 53 | Revalues: 100580 | GridSize: 279
Generation 54 | Revalues: 102090 | GridSize: 278
Generation 55 | Revalues: 103550 | GridSize: 280
Generation 56 | Revalues: 104970 | GridSize: 296
Generation 57 | Revalues: 106060 | GridSize: 299
Generation 58 | Revalues: 107120 | GridSize: 300
Generation 59 | Revalues: 108330 | GridSize: 299
Generation 60 | Revalues: 110340 | GridSize: 292
Generation 61 | Revalues: 111600 | GridSize: 289
Generation 62 | Revalues: 113070 | GridSize: 293
Generation 63 | Revalues: 114200 | GridSize: 295
Generation 64 | Revalues: 116250 | GridSize: 289
Generation 65 | Revalues: 117430 | GridSize: 295
Generation 66 | Revalues: 118850 | GridSize: 292
Generation 67 | Revalues: 120110 | GridSize: 295
Generation 68 | Revalues: 121150 | GridSize: 300
Generation 69 | Revalues: 122810 | GridSize: 296
Generation 70 | Revalues: 124990 | GridSize: 287
Generation 71 | Revalues: 126840 | GridSize: 290
Generation 72 | Revalues: 127920 | GridSize: 291
Generation 73 | Revalues: 128970 | GridSize: 290
Generation 74 | Revalues: 130020 | GridSize: 300
Generation 75 | Revalues: 131400 | GridSize: 294
Generation 76 | Revalues: 133150 | GridSize: 282
Generation 77 | Revalues: 134620 | GridSize: 287
Generation 78 | Revalues: 135670 | GridSize: 292
Generation 79 | Revalues: 136930 | GridSize: 298
Generation 80 | Revalues: 138330 | GridSize: 293
Generation 81 | Revalues: 139410 | GridSize: 300
Generation 82 | Revalues: 140450 | GridSize: 299
Generation 83 | Revalues: 142230 | GridSize: 291
Generation 84 | Revalues: 143280 | GridSize: 295
Generation 85 | Revalues: 144350 | GridSize: 300
Generation 86 | Revalues: 145610 | GridSize: 291
Generation 87 | Revalues: 146720 | GridSize: 295
Generation 88 | Revalues: 147910 | GridSize: 292
Generation 89 | Revalues: 149050 | GridSize: 293
Generation 90 | Revalues: 150380 | GridSize: 299
Generation 91 | Revalues: 151850 | GridSize: 300
Generation 92 | Revalues: 153220 | GridSize: 300
Generation 93 | Revalues: 154940 | GridSize: 300
Generation 94 | Revalues: 156070 | GridSize: 290
Generation 95 | Revalues: 157370 | GridSize: 294
Generation 96 | Revalues: 158500 | GridSize: 294
Generation 97 | Revalues: 159970 | GridSize: 289
