Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD,COMOLSD
71,0.225,0.0782623792,-0.0721649485,3.325697626,0.7040680512,0.265,0.055,0.467110741,2.7441431596,-0.6130728775,0.51,0.0583095189,-0.4197530864,1.6280276817,0.3631734744,0.215,0.0593717104,0.2652461425,2.4172325336,-0.2365192629,0.9708196929299998,0.9553606599610001,0.9513736987656001
129,0.32,0.0678232998,-0.2609649123,2.0803402647,0.6923361419,0.185,0.045,-0.3140604468,2.2583447645,-0.1975308642,0.495,0.0722841615,-0.4728288471,2.4783544333,-0.6195643428,0.205,0.0471699057,0.1223733004,2.971468249,-0.9146947998,0.9886053797000001,0.9237810358435,0.9116260582598
22,0.275,0.1123610253,-0.2039800995,2.261052838,0.5287059321,0.32,0.1077032961,-0.0891089109,2.399078478,-0.5834995756,0.405,0.0722841615,-0.4484818318,2.9179048099,-0.9690621771,0.2,0.0316227766,0.0,2.5,0.0,0.83443006436,0.7971142174505002,0.78495835963945
183,0.2,0.1048808848,-0.0285714286,2.0867768595,0.7801057548,0.245,0.0878919792,-0.4364235984,3.4567819776,1.1465972208,0.555,0.1105667219,-0.3189347872,1.8816289661,0.3728698214,0.235,0.0743303437,0.1640163562,1.7275854303,0.3396845421,0.859334080925,0.8267238403275,0.8143153264020002
429,0.285,0.0867467579,-0.1029656781,1.5440999547,-0.1080013939,0.23,0.0748331477,-0.3793103448,1.9904336735,-0.1932871482,0.485,0.0634428877,0.275452842,3.269048262,-0.3054539711,0.26,0.0663324958,0.2027334852,3.8440082645,-1.140946338,0.8888247530330002,0.8749703666466001,0.8723078478941501
64,0.31,0.0888819442,0.0134529148,2.7122256049,0.6579627978,0.205,0.1105667219,0.3025158519,1.8816289661,0.3728698214,0.485,0.1659066002,0.2996851445,2.1335545838,-0.6231141284,0.265,0.100124922,0.0179247665,3.4732184501,1.0042317781,0.8269819756200001,0.7687603685384999,0.7502480510884999
481,0.295,0.0756637298,-0.0502489814,2.1963158597,-0.1766030496,0.23,0.0714142843,-0.1496746204,2.2479815456,-0.0988433,0.475,0.081394103,0.3904761905,2.9138483446,-0.5563427473,0.21,0.0538516481,-0.0236220472,2.7669441141,-0.403407114,0.8635844077849999,0.782661456931,0.76570593047345
241,0.275,0.0981070844,0.045751634,1.906729634,-0.3177021453,0.265,0.105,0.247898205,1.5459453623,-0.139941691,0.46,0.0663324958,-0.3895216401,1.9845041322,-0.6270065461,0.205,0.0471699057,-0.1361079865,2.365484156,0.5145158249,0.87972009227,0.8338924915195,0.8232912049236999
281,0.265,0.0838152731,0.2582308608,1.6719266473,0.0305705331,0.255,0.0610327781,-0.1484217596,3.5087158236,1.128230806,0.48,0.0714142843,-0.2331838565,3.6320645905,1.1366979506,0.225,0.0642261629,0.1929824561,3.0716253444,-0.1415452626,0.9358165651349999,0.9172129470979999,0.91060357539324
84,0.195,0.1059481005,-0.3139046678,1.9250747764,0.5726214171,0.18,0.0781024968,-0.5973377704,2.2270894921,-0.4218920142,0.625,0.125,-0.2863070539,2.35168,0.0,0.26,0.0663324958,0.0965346535,2.604338843,0.9148128296,0.91782031626,0.8798340885719999,0.869079533852695
