Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD,COMOLSD
71,0.364,0.1352922762,-0.106096066,3.4776242115,-0.7819899684,0.212,0.095163018,0.0276500955,4.0975727004,0.8728930579,0.424,0.1631686244,0.0268253328,2.7008280557,0.3290013168,0.336,0.1162067124,0.1186545506,4.6473742728,1.1055637926,0.9708196929299998,0.9553606599610001,0.9513736987656001
129,0.28,0.1166190379,-0.1796982167,2.562283737,0.2421156496,0.296,0.1370547336,-0.0656240417,2.7345190658,0.2584923339,0.424,0.1273734666,-0.1119114072,2.3358017343,0.1248715754,0.356,0.1298614646,0.1753594587,6.3762714733,1.6215791631,0.9886053797000001,0.9237810358435,0.9116260582598
22,0.256,0.1168931136,-0.1776343681,2.698832879,-0.7457722818,0.26,0.1264911064,-0.3434579439,2.4175,0.0711512474,0.484,0.1616910635,0.1657125304,2.1185300432,0.0896582638,0.384,0.088,-0.3447533929,3.5099719964,-0.0354996243,0.83443006436,0.7971142174505002,0.78495835963945
183,0.28,0.1385640646,0.200178731,2.7760416667,0.2706329387,0.248,0.1135605565,0.1994547204,2.1971411683,0.2952480774,0.472,0.1510496607,0.1776916379,2.5059661388,0.0633992658,0.328,0.0775628777,0.1736447774,2.4287856496,-0.0156359072,0.859334080925,0.8267238403275,0.8143153264020002
429,0.248,0.1627759196,-0.1750867066,3.5008445355,0.8147592638,0.18,0.0979795897,-0.0267111853,2.5208333333,0.1530931089,0.572,0.1483778959,-0.4907853034,1.7204041881,-0.0271541104,0.36,0.0979795897,-0.1759729272,2.75,0.6123724357,0.8888247530330002,0.8749703666466001,0.8723078478941501
64,0.22,0.1232882801,0.164882227,2.635734072,0.256139086,0.356,0.1329059818,0.0448474675,3.6827150284,0.0242080248,0.424,0.1726962652,-0.0770122842,2.3475381753,-0.4196009638,0.328,0.104,0.1736395466,2.8974650748,0.4885070551,0.8269819756200001,0.7687603685384999,0.7502480510884999
481,0.188,0.1274990196,-0.1114225346,1.7929002108,-0.1220945007,0.304,0.1427725464,-0.0416000512,2.1484034019,-0.4001930284,0.508,0.123028452,-0.0250421695,2.1108148698,-0.0235082011,0.364,0.143888846,-0.0586090858,2.4682591631,-0.2407834916,0.8635844077849999,0.782661456931,0.76570593047345
241,0.148,0.1268700122,0.0122370631,3.6166124525,0.9262936499,0.264,0.1382172203,-0.141287917,2.2581795073,-0.2462077494,0.588,0.1632666531,0.1480752143,3.2523508803,0.4690549538,0.348,0.106282642,0.0786806707,3.2721191888,-0.0476574134,0.87972009227,0.8338924915195,0.8232912049236999
281,0.192,0.1128538878,0.086499799,2.2358210651,-0.0096179862,0.272,0.1428845688,-0.0007600709,3.2017251206,0.4994276301,0.536,0.1493452376,-0.0312481933,2.6278547742,-0.1967843746,0.36,0.1264911064,0.1725529768,2.8675,-0.1660195772,0.9358165651349999,0.9172129470979999,0.91060357539324
84,0.288,0.1656985214,-0.1212553144,2.045580876,0.1912648793,0.26,0.1549193338,-0.2267401792,3.4966666667,1.00697567,0.452,0.2002398562,-0.2694781301,2.424132919,0.3742040574,0.36,0.1326649916,0.0202702703,2.3780991736,0.2466911001,0.91782031626,0.8798340885719999,0.869079533852695
