Generation 0 | Revalues: 100 | GridSize: 3
Generation 1 | Revalues: 296 | GridSize: 9
Generation 2 | Revalues: 492 | GridSize: 14
Generation 3 | Revalues: 722 | GridSize: 23
Generation 4 | Revalues: 928 | GridSize: 16
Generation 5 | Revalues: 1132 | GridSize: 15
Generation 6 | Revalues: 1318 | GridSize: 12
Generation 7 | Revalues: 1540 | GridSize: 19
Generation 8 | Revalues: 1750 | GridSize: 25
Generation 9 | Revalues: 1922 | GridSize: 27
Generation 10 | Revalues: 2138 | GridSize: 28
Generation 11 | Revalues: 2336 | GridSize: 25
Generation 12 | Revalues: 2548 | GridSize: 29
Generation 13 | Revalues: 2748 | GridSize: 28
Generation 14 | Revalues: 2958 | GridSize: 31
Generation 15 | Revalues: 3158 | GridSize: 36
Generation 16 | Revalues: 3376 | GridSize: 44
Generation 17 | Revalues: 3570 | GridSize: 42
Generation 18 | Revalues: 3758 | GridSize: 43
Generation 19 | Revalues: 3982 | GridSize: 43
Generation 20 | Revalues: 4180 | GridSize: 43
Generation 21 | Revalues: 4392 | GridSize: 49
Generation 22 | Revalues: 4598 | GridSize: 52
Generation 23 | Revalues: 4800 | GridSize: 54
Generation 24 | Revalues: 5002 | GridSize: 60
Generation 25 | Revalues: 5206 | GridSize: 63
Generation 26 | Revalues: 5408 | GridSize: 62
Generation 27 | Revalues: 5616 | GridSize: 63
Generation 28 | Revalues: 5804 | GridSize: 61
Generation 29 | Revalues: 5984 | GridSize: 65
Generation 30 | Revalues: 6204 | GridSize: 72
Generation 31 | Revalues: 6392 | GridSize: 73
Generation 32 | Revalues: 6608 | GridSize: 76
Generation 33 | Revalues: 6814 | GridSize: 80
Generation 34 | Revalues: 7020 | GridSize: 73
Generation 35 | Revalues: 7228 | GridSize: 78
Generation 36 | Revalues: 7448 | GridSize: 81
Generation 37 | Revalues: 7626 | GridSize: 78
Generation 38 | Revalues: 7820 | GridSize: 81
Generation 39 | Revalues: 8008 | GridSize: 84
Generation 40 | Revalues: 8210 | GridSize: 84
Generation 41 | Revalues: 8408 | GridSize: 87
Generation 42 | Revalues: 8626 | GridSize: 89
Generation 43 | Revalues: 8826 | GridSize: 91
Generation 44 | Revalues: 9020 | GridSize: 94
Generation 45 | Revalues: 9214 | GridSize: 93
Generation 46 | Revalues: 9424 | GridSize: 94
Generation 47 | Revalues: 9636 | GridSize: 100
Generation 48 | Revalues: 9820 | GridSize: 103
Generation 49 | Revalues: 10024 | GridSize: 100
Generation 50 | Revalues: 10234 | GridSize: 99
Generation 51 | Revalues: 10452 | GridSize: 106
Generation 52 | Revalues: 10636 | GridSize: 106
Generation 53 | Revalues: 10856 | GridSize: 102
Generation 54 | Revalues: 11038 | GridSize: 111
Generation 55 | Revalues: 11246 | GridSize: 109
Generation 56 | Revalues: 11440 | GridSize: 116
Generation 57 | Revalues: 11642 | GridSize: 113
Generation 58 | Revalues: 11844 | GridSize: 113
Generation 59 | Revalues: 12052 | GridSize: 119
Generation 60 | Revalues: 12262 | GridSize: 117
Generation 61 | Revalues: 12472 | GridSize: 113
Generation 62 | Revalues: 12678 | GridSize: 116
Generation 63 | Revalues: 12892 | GridSize: 120
Generation 64 | Revalues: 13112 | GridSize: 123
Generation 65 | Revalues: 13310 | GridSize: 125
Generation 66 | Revalues: 13524 | GridSize: 125
Generation 67 | Revalues: 13738 | GridSize: 126
Generation 68 | Revalues: 13940 | GridSize: 130
Generation 69 | Revalues: 14140 | GridSize: 131
Generation 70 | Revalues: 14334 | GridSize: 131
Generation 71 | Revalues: 14532 | GridSize: 125
Generation 72 | Revalues: 14722 | GridSize: 126
Generation 73 | Revalues: 14928 | GridSize: 121
Generation 74 | Revalues: 15140 | GridSize: 129
Generation 75 | Revalues: 15352 | GridSize: 133
Generation 76 | Revalues: 15584 | GridSize: 131
Generation 77 | Revalues: 15776 | GridSize: 133
Generation 78 | Revalues: 15992 | GridSize: 137
Generation 79 | Revalues: 16192 | GridSize: 137
Generation 80 | Revalues: 16414 | GridSize: 138
Generation 81 | Revalues: 16634 | GridSize: 140
Generation 82 | Revalues: 16830 | GridSize: 143
Generation 83 | Revalues: 17034 | GridSize: 141
Generation 84 | Revalues: 17236 | GridSize: 145
Generation 85 | Revalues: 17420 | GridSize: 153
Generation 86 | Revalues: 17606 | GridSize: 148
