Generation 0 | Revalues: 100 | GridSize: 9
Generation 1 | Revalues: 32120 | GridSize: 265
Generation 2 | Revalues: 39580 | GridSize: 300
Generation 3 | Revalues: 42870 | GridSize: 300
Generation 4 | Revalues: 46490 | GridSize: 300
Generation 5 | Revalues: 48220 | GridSize: 300
Generation 6 | Revalues: 49800 | GridSize: 298
Generation 7 | Revalues: 51670 | GridSize: 300
Generation 8 | Revalues: 53500 | GridSize: 300
Generation 9 | Revalues: 55790 | GridSize: 295
Generation 10 | Revalues: 57860 | GridSize: 292
Generation 11 | Revalues: 59570 | GridSize: 297
Generation 12 | Revalues: 61520 | GridSize: 300
Generation 13 | Revalues: 63190 | GridSize: 300
Generation 14 | Revalues: 64600 | GridSize: 300
Generation 15 | Revalues: 66340 | GridSize: 300
Generation 16 | Revalues: 68030 | GridSize: 300
Generation 17 | Revalues: 69550 | GridSize: 298
Generation 18 | Revalues: 71330 | GridSize: 300
Generation 19 | Revalues: 73520 | GridSize: 300
Generation 20 | Revalues: 75100 | GridSize: 300
Generation 21 | Revalues: 78320 | GridSize: 300
Generation 22 | Revalues: 79630 | GridSize: 295
Generation 23 | Revalues: 81390 | GridSize: 300
Generation 24 | Revalues: 82990 | GridSize: 300
Generation 25 | Revalues: 85320 | GridSize: 300
Generation 26 | Revalues: 87660 | GridSize: 300
Generation 27 | Revalues: 89490 | GridSize: 300
Generation 28 | Revalues: 90870 | GridSize: 300
Generation 29 | Revalues: 92590 | GridSize: 300
Generation 30 | Revalues: 94900 | GridSize: 294
Generation 31 | Revalues: 96360 | GridSize: 296
Generation 32 | Revalues: 97950 | GridSize: 298
Generation 33 | Revalues: 99420 | GridSize: 298
Generation 34 | Revalues: 101010 | GridSize: 300
Generation 35 | Revalues: 102290 | GridSize: 298
Generation 36 | Revalues: 103490 | GridSize: 300
Generation 37 | Revalues: 104760 | GridSize: 300
Generation 38 | Revalues: 106190 | GridSize: 299
Generation 39 | Revalues: 107270 | GridSize: 300
Generation 40 | Revalues: 108560 | GridSize: 298
Generation 41 | Revalues: 109870 | GridSize: 300
Generation 42 | Revalues: 111450 | GridSize: 300
Generation 43 | Revalues: 113120 | GridSize: 298
Generation 44 | Revalues: 114500 | GridSize: 300
Generation 45 | Revalues: 116020 | GridSize: 298
Generation 46 | Revalues: 117740 | GridSize: 300
Generation 47 | Revalues: 119010 | GridSize: 297
Generation 48 | Revalues: 120340 | GridSize: 298
Generation 49 | Revalues: 121770 | GridSize: 300
Generation 50 | Revalues: 123220 | GridSize: 300
Generation 51 | Revalues: 124580 | GridSize: 299
Generation 52 | Revalues: 125890 | GridSize: 300
Generation 53 | Revalues: 127110 | GridSize: 300
Generation 54 | Revalues: 128500 | GridSize: 298
Generation 55 | Revalues: 129690 | GridSize: 300
Generation 56 | Revalues: 131090 | GridSize: 300
Generation 57 | Revalues: 132680 | GridSize: 299
Generation 58 | Revalues: 134060 | GridSize: 300
Generation 59 | Revalues: 135320 | GridSize: 295
Generation 60 | Revalues: 136700 | GridSize: 294
Generation 61 | Revalues: 137980 | GridSize: 300
Generation 62 | Revalues: 139130 | GridSize: 300
Generation 63 | Revalues: 140220 | GridSize: 300
Generation 64 | Revalues: 141640 | GridSize: 300
Generation 65 | Revalues: 142780 | GridSize: 300
Generation 66 | Revalues: 143970 | GridSize: 300
Generation 67 | Revalues: 145180 | GridSize: 299
Generation 68 | Revalues: 146340 | GridSize: 300
Generation 69 | Revalues: 147440 | GridSize: 300
Generation 70 | Revalues: 148760 | GridSize: 298
Generation 71 | Revalues: 149760 | GridSize: 300
Generation 72 | Revalues: 151070 | GridSize: 300
Generation 73 | Revalues: 152150 | GridSize: 300
Generation 74 | Revalues: 153270 | GridSize: 298
Generation 75 | Revalues: 154780 | GridSize: 300
Generation 76 | Revalues: 155970 | GridSize: 300
Generation 77 | Revalues: 157510 | GridSize: 296
Generation 78 | Revalues: 158970 | GridSize: 300
Generation 79 | Revalues: 160010 | GridSize: 297
Generation 80 | Revalues: 161120 | GridSize: 300
Generation 81 | Revalues: 162230 | GridSize: 300
Generation 82 | Revalues: 163470 | GridSize: 300
Generation 83 | Revalues: 164550 | GridSize: 300
Generation 84 | Revalues: 165640 | GridSize: 300
