,r0.05,r0.1,r0.25,r0.5,r1.0
GAP,8.04217958539046,4.487901573248906,1.8493393299456742,0.700120337008068,0.0
spearman,-0.006624807492187665,-0.008302749341507383,-0.037126139100604694,0.025173830082262802,0.109187214321352
