Generation 0 | Revalues: 100 | GridSize: 4
Generation 1 | Revalues: 300 | GridSize: 7
Generation 2 | Revalues: 502 | GridSize: 10
Generation 3 | Revalues: 712 | GridSize: 16
Generation 4 | Revalues: 902 | GridSize: 24
Generation 5 | Revalues: 1084 | GridSize: 28
Generation 6 | Revalues: 1290 | GridSize: 21
Generation 7 | Revalues: 1484 | GridSize: 31
Generation 8 | Revalues: 1690 | GridSize: 29
Generation 9 | Revalues: 1886 | GridSize: 32
Generation 10 | Revalues: 2058 | GridSize: 34
Generation 11 | Revalues: 2254 | GridSize: 33
Generation 12 | Revalues: 2422 | GridSize: 30
Generation 13 | Revalues: 2618 | GridSize: 38
Generation 14 | Revalues: 2820 | GridSize: 36
Generation 15 | Revalues: 3020 | GridSize: 35
Generation 16 | Revalues: 3204 | GridSize: 49
Generation 17 | Revalues: 3404 | GridSize: 51
Generation 18 | Revalues: 3608 | GridSize: 47
Generation 19 | Revalues: 3820 | GridSize: 43
Generation 20 | Revalues: 4010 | GridSize: 62
Generation 21 | Revalues: 4216 | GridSize: 55
Generation 22 | Revalues: 4424 | GridSize: 48
Generation 23 | Revalues: 4632 | GridSize: 48
Generation 24 | Revalues: 4834 | GridSize: 55
Generation 25 | Revalues: 5020 | GridSize: 60
Generation 26 | Revalues: 5204 | GridSize: 55
Generation 27 | Revalues: 5422 | GridSize: 60
Generation 28 | Revalues: 5620 | GridSize: 48
Generation 29 | Revalues: 5826 | GridSize: 40
Generation 30 | Revalues: 6036 | GridSize: 38
Generation 31 | Revalues: 6222 | GridSize: 34
Generation 32 | Revalues: 6416 | GridSize: 37
Generation 33 | Revalues: 6620 | GridSize: 45
Generation 34 | Revalues: 6796 | GridSize: 47
Generation 35 | Revalues: 6988 | GridSize: 54
Generation 36 | Revalues: 7192 | GridSize: 62
Generation 37 | Revalues: 7382 | GridSize: 63
Generation 38 | Revalues: 7594 | GridSize: 74
Generation 39 | Revalues: 7814 | GridSize: 63
Generation 40 | Revalues: 8026 | GridSize: 73
