Generation 0 | Revalues: 100 | GridSize: 4
Generation 1 | Revalues: 300 | GridSize: 16
Generation 2 | Revalues: 490 | GridSize: 15
Generation 3 | Revalues: 692 | GridSize: 28
Generation 4 | Revalues: 892 | GridSize: 33
Generation 5 | Revalues: 1088 | GridSize: 26
Generation 6 | Revalues: 1288 | GridSize: 15
Generation 7 | Revalues: 1512 | GridSize: 20
Generation 8 | Revalues: 1718 | GridSize: 23
Generation 9 | Revalues: 1912 | GridSize: 25
Generation 10 | Revalues: 2106 | GridSize: 23
Generation 11 | Revalues: 2302 | GridSize: 29
Generation 12 | Revalues: 2506 | GridSize: 34
Generation 13 | Revalues: 2706 | GridSize: 45
Generation 14 | Revalues: 2898 | GridSize: 38
Generation 15 | Revalues: 3080 | GridSize: 41
Generation 16 | Revalues: 3276 | GridSize: 46
Generation 17 | Revalues: 3446 | GridSize: 53
Generation 18 | Revalues: 3666 | GridSize: 58
Generation 19 | Revalues: 3868 | GridSize: 51
Generation 20 | Revalues: 4072 | GridSize: 56
Generation 21 | Revalues: 4264 | GridSize: 58
Generation 22 | Revalues: 4472 | GridSize: 69
Generation 23 | Revalues: 4676 | GridSize: 72
Generation 24 | Revalues: 4856 | GridSize: 64
Generation 25 | Revalues: 5064 | GridSize: 52
Generation 26 | Revalues: 5286 | GridSize: 59
Generation 27 | Revalues: 5486 | GridSize: 71
Generation 28 | Revalues: 5702 | GridSize: 77
Generation 29 | Revalues: 5920 | GridSize: 82
Generation 30 | Revalues: 6128 | GridSize: 79
Generation 31 | Revalues: 6322 | GridSize: 79
Generation 32 | Revalues: 6528 | GridSize: 78
Generation 33 | Revalues: 6732 | GridSize: 87
Generation 34 | Revalues: 6928 | GridSize: 89
Generation 35 | Revalues: 7126 | GridSize: 95
Generation 36 | Revalues: 7306 | GridSize: 93
Generation 37 | Revalues: 7492 | GridSize: 100
Generation 38 | Revalues: 7684 | GridSize: 86
Generation 39 | Revalues: 7890 | GridSize: 92
Generation 40 | Revalues: 8108 | GridSize: 100
Generation 41 | Revalues: 8320 | GridSize: 104
Generation 42 | Revalues: 8506 | GridSize: 100
Generation 43 | Revalues: 8672 | GridSize: 99
Generation 44 | Revalues: 8872 | GridSize: 101
Generation 45 | Revalues: 9054 | GridSize: 106
Generation 46 | Revalues: 9260 | GridSize: 107
Generation 47 | Revalues: 9468 | GridSize: 108
Generation 48 | Revalues: 9644 | GridSize: 106
Generation 49 | Revalues: 9852 | GridSize: 111
Generation 50 | Revalues: 10048 | GridSize: 117
Generation 51 | Revalues: 10232 | GridSize: 120
Generation 52 | Revalues: 10428 | GridSize: 119
Generation 53 | Revalues: 10626 | GridSize: 121
Generation 54 | Revalues: 10842 | GridSize: 122
Generation 55 | Revalues: 11072 | GridSize: 121
Generation 56 | Revalues: 11286 | GridSize: 122
Generation 57 | Revalues: 11484 | GridSize: 123
Generation 58 | Revalues: 11670 | GridSize: 129
Generation 59 | Revalues: 11888 | GridSize: 134
Generation 60 | Revalues: 12106 | GridSize: 130
Generation 61 | Revalues: 12316 | GridSize: 131
Generation 62 | Revalues: 12502 | GridSize: 135
Generation 63 | Revalues: 12676 | GridSize: 137
Generation 64 | Revalues: 12892 | GridSize: 139
Generation 65 | Revalues: 13126 | GridSize: 140
Generation 66 | Revalues: 13334 | GridSize: 138
Generation 67 | Revalues: 13542 | GridSize: 136
Generation 68 | Revalues: 13754 | GridSize: 137
Generation 69 | Revalues: 13972 | GridSize: 141
Generation 70 | Revalues: 14154 | GridSize: 136
Generation 71 | Revalues: 14354 | GridSize: 131
Generation 72 | Revalues: 14554 | GridSize: 138
Generation 73 | Revalues: 14768 | GridSize: 139
Generation 74 | Revalues: 14966 | GridSize: 146
Generation 75 | Revalues: 15140 | GridSize: 137
Generation 76 | Revalues: 15318 | GridSize: 137
Generation 77 | Revalues: 15520 | GridSize: 131
Generation 78 | Revalues: 15718 | GridSize: 116
Generation 79 | Revalues: 15904 | GridSize: 127
Generation 80 | Revalues: 16086 | GridSize: 126
Generation 81 | Revalues: 16304 | GridSize: 126
Generation 82 | Revalues: 16492 | GridSize: 127
Generation 83 | Revalues: 16712 | GridSize: 135
Generation 84 | Revalues: 16918 | GridSize: 138
Generation 85 | Revalues: 17090 | GridSize: 132
Generation 86 | Revalues: 17286 | GridSize: 132
Generation 87 | Revalues: 17492 | GridSize: 129
Generation 88 | Revalues: 17718 | GridSize: 128
Generation 89 | Revalues: 17922 | GridSize: 129
Generation 90 | Revalues: 18122 | GridSize: 139
Generation 91 | Revalues: 18318 | GridSize: 137
Generation 92 | Revalues: 18516 | GridSize: 139
Generation 93 | Revalues: 18694 | GridSize: 138
Generation 94 | Revalues: 18888 | GridSize: 123
Generation 95 | Revalues: 19068 | GridSize: 128
Generation 96 | Revalues: 19294 | GridSize: 129
Generation 97 | Revalues: 19504 | GridSize: 141
Generation 98 | Revalues: 19722 | GridSize: 150
Generation 99 | Revalues: 19902 | GridSize: 148
Generation 100 | Revalues: 20102 | GridSize: 157
Generation 101 | Revalues: 20294 | GridSize: 157
Generation 102 | Revalues: 20490 | GridSize: 153
Generation 103 | Revalues: 20688 | GridSize: 147
Generation 104 | Revalues: 20876 | GridSize: 149
Generation 105 | Revalues: 21080 | GridSize: 140
Generation 106 | Revalues: 21266 | GridSize: 142
Generation 107 | Revalues: 21470 | GridSize: 146
Generation 108 | Revalues: 21666 | GridSize: 151
Generation 109 | Revalues: 21870 | GridSize: 152
Generation 110 | Revalues: 22060 | GridSize: 158
Generation 111 | Revalues: 22272 | GridSize: 167
Generation 112 | Revalues: 22476 | GridSize: 173
Generation 113 | Revalues: 22688 | GridSize: 156
Generation 114 | Revalues: 22884 | GridSize: 159
Generation 115 | Revalues: 23080 | GridSize: 161
Generation 116 | Revalues: 23274 | GridSize: 156
Generation 117 | Revalues: 23490 | GridSize: 153
Generation 118 | Revalues: 23704 | GridSize: 156
Generation 119 | Revalues: 23908 | GridSize: 156
Generation 120 | Revalues: 24096 | GridSize: 163
Generation 121 | Revalues: 24284 | GridSize: 159
Generation 122 | Revalues: 24476 | GridSize: 153
Generation 123 | Revalues: 24678 | GridSize: 161
Generation 124 | Revalues: 24862 | GridSize: 167
Generation 125 | Revalues: 25054 | GridSize: 168
Generation 126 | Revalues: 25248 | GridSize: 167
Generation 127 | Revalues: 25446 | GridSize: 176
Generation 128 | Revalues: 25650 | GridSize: 180
Generation 129 | Revalues: 25852 | GridSize: 175
Generation 130 | Revalues: 26034 | GridSize: 158
Generation 131 | Revalues: 26242 | GridSize: 169
Generation 132 | Revalues: 26458 | GridSize: 173
Generation 133 | Revalues: 26698 | GridSize: 171
Generation 134 | Revalues: 26878 | GridSize: 181
Generation 135 | Revalues: 27078 | GridSize: 188
Generation 136 | Revalues: 27304 | GridSize: 182
Generation 137 | Revalues: 27480 | GridSize: 181
Generation 138 | Revalues: 27662 | GridSize: 176
Generation 139 | Revalues: 27856 | GridSize: 184
Generation 140 | Revalues: 28062 | GridSize: 180
Generation 141 | Revalues: 28246 | GridSize: 178
Generation 142 | Revalues: 28452 | GridSize: 187
Generation 143 | Revalues: 28666 | GridSize: 180
Generation 144 | Revalues: 28866 | GridSize: 177
Generation 145 | Revalues: 29064 | GridSize: 177
Generation 146 | Revalues: 29270 | GridSize: 164
Generation 147 | Revalues: 29458 | GridSize: 169
Generation 148 | Revalues: 29678 | GridSize: 160
Generation 149 | Revalues: 29866 | GridSize: 165
Generation 150 | Revalues: 30070 | GridSize: 163
