Instance,VBS_Prediction
71,0.8598127008756797
129,0.8074927117781059
22,0.8626262252410655
183,0.832841640859971
429,0.8282394981569833
64,0.8597685878092711
481,0.8556052492242406
241,0.855361424234125
281,0.8504924671521059
84,0.8579377417036698
161,0.8621713230752822
103,0.8437841135594012
209,0.8468038309053197
206,0.8530396026870508
244,0.8537909029680664
336,0.850087052191041
331,0.853956329683989
0,0.8487320542680691
261,0.8573405470458759
504,0.8526541429014531
407,0.8406033513413712
440,0.8463569183627107
230,0.851039307858344
430,0.865597007536495
A,0.8398582881562646
357,0.8598358054949946
202,0.8417790499879477
345,0.8415646931276533
232,0.8635237480336242
127,0.8583333763154929
20,0.8418509027266999
387,0.8474595498297396
67,0.8491654422802993
502,0.8461765552142977
94,0.8582491996976869
74,0.8467093199374482
23,0.8502555005116009
156,0.8306924024150446
394,0.8576953029858637
121,0.849390650874699
242,0.8568743513981425
80,0.8560754399600967
11,0.853309115746606
59,0.8485175207372677
179,0.8520803664291019
427,0.8512298091930108
340,0.8516948760969302
137,0.8528949965205402
366,0.8724467682219225
322,0.8569371242575187
81,0.858471885286951
237,0.8564359421718271
69,0.846916742153015
239,0.8509035907453534
497,0.8440473046095649
496,0.8548367204700514
