Generation 0 | Revalues: 100 | GridSize: 5
Generation 1 | Revalues: 24830 | GridSize: 300
Generation 2 | Revalues: 31740 | GridSize: 300
Generation 3 | Revalues: 34900 | GridSize: 300
Generation 4 | Revalues: 36910 | GridSize: 299
Generation 5 | Revalues: 38930 | GridSize: 300
Generation 6 | Revalues: 40390 | GridSize: 300
Generation 7 | Revalues: 41920 | GridSize: 300
Generation 8 | Revalues: 45220 | GridSize: 299
Generation 9 | Revalues: 46780 | GridSize: 300
Generation 10 | Revalues: 48620 | GridSize: 299
Generation 11 | Revalues: 49940 | GridSize: 300
Generation 12 | Revalues: 51610 | GridSize: 300
Generation 13 | Revalues: 53280 | GridSize: 297
Generation 14 | Revalues: 54580 | GridSize: 300
Generation 15 | Revalues: 56150 | GridSize: 300
Generation 16 | Revalues: 57340 | GridSize: 297
Generation 17 | Revalues: 58970 | GridSize: 298
Generation 18 | Revalues: 60240 | GridSize: 300
Generation 19 | Revalues: 61560 | GridSize: 300
Generation 20 | Revalues: 63030 | GridSize: 300
Generation 21 | Revalues: 64330 | GridSize: 296
Generation 22 | Revalues: 66360 | GridSize: 300
Generation 23 | Revalues: 67460 | GridSize: 297
Generation 24 | Revalues: 69050 | GridSize: 295
Generation 25 | Revalues: 70230 | GridSize: 300
Generation 26 | Revalues: 71430 | GridSize: 300
Generation 27 | Revalues: 72840 | GridSize: 300
Generation 28 | Revalues: 74600 | GridSize: 300
Generation 29 | Revalues: 75880 | GridSize: 300
Generation 30 | Revalues: 77260 | GridSize: 300
Generation 31 | Revalues: 78550 | GridSize: 300
Generation 32 | Revalues: 79970 | GridSize: 300
Generation 33 | Revalues: 81060 | GridSize: 300
Generation 34 | Revalues: 82190 | GridSize: 297
Generation 35 | Revalues: 83290 | GridSize: 300
Generation 36 | Revalues: 84790 | GridSize: 300
Generation 37 | Revalues: 86060 | GridSize: 300
Generation 38 | Revalues: 87430 | GridSize: 299
Generation 39 | Revalues: 88680 | GridSize: 300
Generation 40 | Revalues: 89960 | GridSize: 300
