Instance,AS_Prediction
71,0.7250850145794782
129,0.7464549704321582
22,0.6942600033005859
183,0.7499722224556108
429,0.6578134622945515
64,0.6378247632332023
481,0.750059542304855
241,0.7593760362955382
281,0.7218452023841944
84,0.7529628215204004
161,0.7910054292173946
103,0.6247878099869021
209,0.6300072123901306
206,0.62893292090395
244,0.6440083823341111
336,0.6319866514979624
331,0.6373071456033553
0,0.6308797617221678
261,0.6191387195415595
504,0.6317823371443909
407,0.6165996122437322
440,0.6245778731292798
230,0.6263301709265217
430,0.6341700029847187
A,0.6218275652815282
357,0.6322428189627262
202,0.6338587270034259
345,0.628416057016238
232,0.6368670755253925
127,0.6455021200980826
20,0.6384777898046652
387,0.6315750336158829
67,0.6276626544574312
502,0.6259854045019395
94,0.63014511005993
74,0.6420462425361764
23,0.627540254010697
156,0.6153556574958485
394,0.6298347984717972
121,0.6344748091650766
242,0.6329903659605227
80,0.6082103237053212
11,0.6208976017655536
59,0.6325065423406866
179,0.6334752108054803
427,0.6346485049185095
340,0.6162830209593291
137,0.6358705822390037
366,0.6172888097877878
322,0.6226566691649744
81,0.6223027874398731
237,0.6244818904139273
69,0.6352963219404362
239,0.6346147465198689
497,0.6289202252309998
496,0.6289632636975238
92,0.6184964578450949
168,0.6252416170203371
14,0.6179849803740038
367,0.6349095986246095
247,0.6200174128209411
