Generation 0 | Revalues: 100 | GridSize: 5
Generation 1 | Revalues: 37190 | GridSize: 299
Generation 2 | Revalues: 44310 | GridSize: 300
Generation 3 | Revalues: 46770 | GridSize: 300
Generation 4 | Revalues: 49310 | GridSize: 300
Generation 5 | Revalues: 51230 | GridSize: 300
Generation 6 | Revalues: 54140 | GridSize: 300
Generation 7 | Revalues: 55650 | GridSize: 300
Generation 8 | Revalues: 56950 | GridSize: 300
Generation 9 | Revalues: 59040 | GridSize: 300
Generation 10 | Revalues: 60590 | GridSize: 300
Generation 11 | Revalues: 63060 | GridSize: 300
Generation 12 | Revalues: 65090 | GridSize: 299
Generation 13 | Revalues: 66670 | GridSize: 300
Generation 14 | Revalues: 69770 | GridSize: 300
Generation 15 | Revalues: 71590 | GridSize: 298
Generation 16 | Revalues: 73280 | GridSize: 300
Generation 17 | Revalues: 74960 | GridSize: 300
Generation 18 | Revalues: 76780 | GridSize: 300
Generation 19 | Revalues: 79180 | GridSize: 298
Generation 20 | Revalues: 80670 | GridSize: 300
Generation 21 | Revalues: 82230 | GridSize: 297
Generation 22 | Revalues: 83450 | GridSize: 299
Generation 23 | Revalues: 85030 | GridSize: 299
Generation 24 | Revalues: 86680 | GridSize: 297
Generation 25 | Revalues: 88540 | GridSize: 299
Generation 26 | Revalues: 90740 | GridSize: 300
Generation 27 | Revalues: 92050 | GridSize: 300
Generation 28 | Revalues: 93550 | GridSize: 300
Generation 29 | Revalues: 94930 | GridSize: 300
Generation 30 | Revalues: 96180 | GridSize: 300
Generation 31 | Revalues: 97630 | GridSize: 300
Generation 32 | Revalues: 99380 | GridSize: 300
Generation 33 | Revalues: 100450 | GridSize: 300
Generation 34 | Revalues: 102080 | GridSize: 300
Generation 35 | Revalues: 103430 | GridSize: 300
Generation 36 | Revalues: 104990 | GridSize: 300
Generation 37 | Revalues: 106290 | GridSize: 300
Generation 38 | Revalues: 107780 | GridSize: 300
Generation 39 | Revalues: 108900 | GridSize: 300
Generation 40 | Revalues: 110420 | GridSize: 300
Generation 41 | Revalues: 111650 | GridSize: 300
Generation 42 | Revalues: 112840 | GridSize: 300
Generation 43 | Revalues: 114370 | GridSize: 300
