Instance,FV_avg_avg,FV_avg_sd,FV_sd_avg,FV_sd_sd,FV_r1_avg,FV_r1_sd,FV_kr_avg,FV_kr_sd,FV_sk_avg,FV_sk_sd,FD_avg_avg,FD_avg_sd,FD_sd_avg,FD_sd_sd,FD_r1_avg,FD_r1_sd,FD_kr_avg,FD_kr_sd,FD_sk_avg,FD_sk_sd,IN_avg_avg,IN_avg_sd,IN_sd_avg,IN_sd_sd,IN_r1_avg,IN_r1_sd,IN_kr_avg,IN_kr_sd,IN_sk_avg,IN_sk_sd
191,0.4711325837,0.2856834780,0.0147635673,0.0093227457,0.9954125017,0.0019195407,1.9408573286,0.0711635890,0.3484930766,0.0774169627,-0.0001352588,0.0000829203,0.0000557396,0.0000349965,0.8433170477,0.0253470694,2.8878337881,0.2674741916,0.6827732757,0.1657343072,0.2022736227,0.0176899201,0.1230337105,0.0087190101,0.7939837661,0.0330839349,3.1610040305,0.3070847240,0.8548242350,0.1907537226
