Instance,FV_avg_avg,FV_avg_sd,FV_sd_avg,FV_sd_sd,FV_r1_avg,FV_r1_sd,FV_kr_avg,FV_kr_sd,FV_sk_avg,FV_sk_sd,FD_avg_avg,FD_avg_sd,FD_sd_avg,FD_sd_sd,FD_r1_avg,FD_r1_sd,FD_kr_avg,FD_kr_sd,FD_sk_avg,FD_sk_sd,IN_avg_avg,IN_avg_sd,IN_sd_avg,IN_sd_sd,IN_r1_avg,IN_r1_sd,IN_kr_avg,IN_kr_sd,IN_sk_avg,IN_sk_sd
338,0.5018739445,0.3048273338,0.0001436178,0.0001189341,0.1283877401,0.4584646294,1.9215749179,0.4994342528,-0.0020990040,0.6102817615,0.0000020680,0.0000143077,0.0000115334,0.0000084142,-0.4112994659,0.3935220948,2.0322264813,0.3748396019,0.0594035927,0.5907463379,0.4942000000,0.0335493666,0.0303151307,0.0111262236,-0.2900923578,0.4678845802,1.8094111167,0.3766787009,0.1004306762,0.4869811195
