Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk
A,0.2520000000,0.0466476152,-0.0112359551,1.6280276817,-0.3631734744,0.2840000000,0.0649923072,0.2171189979,2.5914256198,0.6951871706,0.4640000000,0.0320000000,-0.5326633166,1.4189453125,-0.0351562500,0.1280000000,0.0299332591,0.0259740260,2.1339285714,0.7301958931
