,l5_r0.05,l5_r0.1,l5_r0.25,l5_r0.5,l5_r1.0,l10_r0.05,l10_r0.1,l10_r0.25,l10_r0.5,l10_r1.0,l25_r0.05,l25_r0.1,l25_r0.25,l25_r0.5,l25_r1.0,l50_r0.05,l50_r0.1,l50_r0.25,l50_r0.5,l50_r1.0,l100_r0.05,l100_r0.1,l100_r0.25,l100_r0.5,l100_r1.0
GAP,0.31919422599352165,0.30403423709028843,0.31646476524660977,0.30583007682556884,0.3181957405727339,0.15591479085844842,0.14794103430704192,0.1666829930870839,0.15192502587895232,0.1546607600199179,0.08718153517526264,0.062042356159864656,0.05530207269543555,0.05003813326054221,0.06924632119887426,0.021961617571830738,0.008908979641538303,0.014192534026332214,0.002037724810800417,0.009451536665301536,0.02406662829713678,0.010372005923136546,0.0031461067263923873,0.008761908443708636,0.0
spearman,0.008514364843450428,-0.06238187025088639,0.027610784175860183,0.01138830217857064,0.016775862464043573,-0.043615954131112473,-0.015568250987835586,0.02349491837818877,0.019642879682364844,0.05564526996486379,-0.036673266837753675,0.015003257648233011,0.046481514142050845,-0.031074526300926986,-0.052797835870003085,0.0300626557466633,0.008186075941414402,0.011718226953405918,0.029403394986183103,0.0289057022522795,0.03724290797373317,-0.02800989026931788,0.057622913644649575,0.07562112673855531,0.0746399348595967
