Generation 0 | Revalues: 100 | GridSize: 4
Generation 1 | Revalues: 42350 | GridSize: 297
Generation 2 | Revalues: 47490 | GridSize: 300
Generation 3 | Revalues: 52330 | GridSize: 300
Generation 4 | Revalues: 55120 | GridSize: 300
Generation 5 | Revalues: 58600 | GridSize: 300
Generation 6 | Revalues: 61610 | GridSize: 300
Generation 7 | Revalues: 64490 | GridSize: 300
Generation 8 | Revalues: 67610 | GridSize: 300
Generation 9 | Revalues: 70700 | GridSize: 300
Generation 10 | Revalues: 73350 | GridSize: 300
Generation 11 | Revalues: 74850 | GridSize: 300
Generation 12 | Revalues: 77880 | GridSize: 300
Generation 13 | Revalues: 80940 | GridSize: 300
Generation 14 | Revalues: 82360 | GridSize: 300
Generation 15 | Revalues: 84690 | GridSize: 300
Generation 16 | Revalues: 86880 | GridSize: 300
Generation 17 | Revalues: 89180 | GridSize: 300
Generation 18 | Revalues: 90990 | GridSize: 300
Generation 19 | Revalues: 93740 | GridSize: 300
Generation 20 | Revalues: 95070 | GridSize: 300
Generation 21 | Revalues: 96250 | GridSize: 300
Generation 22 | Revalues: 98110 | GridSize: 300
Generation 23 | Revalues: 99580 | GridSize: 300
Generation 24 | Revalues: 101870 | GridSize: 300
Generation 25 | Revalues: 104110 | GridSize: 300
Generation 26 | Revalues: 105700 | GridSize: 300
Generation 27 | Revalues: 107180 | GridSize: 300
Generation 28 | Revalues: 108640 | GridSize: 300
Generation 29 | Revalues: 110310 | GridSize: 300
Generation 30 | Revalues: 111730 | GridSize: 299
Generation 31 | Revalues: 113900 | GridSize: 300
Generation 32 | Revalues: 115470 | GridSize: 300
Generation 33 | Revalues: 117040 | GridSize: 300
Generation 34 | Revalues: 118680 | GridSize: 300
Generation 35 | Revalues: 120260 | GridSize: 297
Generation 36 | Revalues: 121810 | GridSize: 300
Generation 37 | Revalues: 123080 | GridSize: 300
Generation 38 | Revalues: 124930 | GridSize: 300
Generation 39 | Revalues: 126670 | GridSize: 300
Generation 40 | Revalues: 128350 | GridSize: 300
Generation 41 | Revalues: 129850 | GridSize: 300
Generation 42 | Revalues: 132420 | GridSize: 299
Generation 43 | Revalues: 133940 | GridSize: 300
Generation 44 | Revalues: 136070 | GridSize: 300
Generation 45 | Revalues: 137450 | GridSize: 300
Generation 46 | Revalues: 138720 | GridSize: 300
Generation 47 | Revalues: 139890 | GridSize: 300
Generation 48 | Revalues: 141520 | GridSize: 300
Generation 49 | Revalues: 142730 | GridSize: 299
Generation 50 | Revalues: 144370 | GridSize: 300
Generation 51 | Revalues: 145760 | GridSize: 300
Generation 52 | Revalues: 147070 | GridSize: 300
Generation 53 | Revalues: 148810 | GridSize: 300
Generation 54 | Revalues: 150640 | GridSize: 300
Generation 55 | Revalues: 152460 | GridSize: 300
Generation 56 | Revalues: 154000 | GridSize: 300
Generation 57 | Revalues: 155610 | GridSize: 300
Generation 58 | Revalues: 156980 | GridSize: 300
Generation 59 | Revalues: 158640 | GridSize: 300
Generation 60 | Revalues: 160140 | GridSize: 300
Generation 61 | Revalues: 161430 | GridSize: 300
Generation 62 | Revalues: 162940 | GridSize: 298
Generation 63 | Revalues: 164380 | GridSize: 300
Generation 64 | Revalues: 166030 | GridSize: 300
Generation 65 | Revalues: 167370 | GridSize: 300
Generation 66 | Revalues: 168780 | GridSize: 300
Generation 67 | Revalues: 170270 | GridSize: 300
Generation 68 | Revalues: 172080 | GridSize: 300
Generation 69 | Revalues: 173230 | GridSize: 300
Generation 70 | Revalues: 174510 | GridSize: 300
Generation 71 | Revalues: 176010 | GridSize: 300
Generation 72 | Revalues: 177590 | GridSize: 300
Generation 73 | Revalues: 179700 | GridSize: 300
Generation 74 | Revalues: 181060 | GridSize: 300
Generation 75 | Revalues: 182360 | GridSize: 300
Generation 76 | Revalues: 183850 | GridSize: 300
Generation 77 | Revalues: 185110 | GridSize: 300
Generation 78 | Revalues: 186360 | GridSize: 300
Generation 79 | Revalues: 187810 | GridSize: 300
Generation 80 | Revalues: 189100 | GridSize: 300
Generation 81 | Revalues: 190370 | GridSize: 300
Generation 82 | Revalues: 191520 | GridSize: 300
Generation 83 | Revalues: 193140 | GridSize: 300
Generation 84 | Revalues: 194380 | GridSize: 300
Generation 85 | Revalues: 195760 | GridSize: 300
Generation 86 | Revalues: 196900 | GridSize: 300
Generation 87 | Revalues: 198430 | GridSize: 300
Generation 88 | Revalues: 199750 | GridSize: 300
Generation 89 | Revalues: 201710 | GridSize: 300
Generation 90 | Revalues: 203070 | GridSize: 300
Generation 91 | Revalues: 204630 | GridSize: 300
Generation 92 | Revalues: 205850 | GridSize: 299
Generation 93 | Revalues: 207280 | GridSize: 299
Generation 94 | Revalues: 208480 | GridSize: 300
Generation 95 | Revalues: 209650 | GridSize: 300
Generation 96 | Revalues: 211070 | GridSize: 300
Generation 97 | Revalues: 212280 | GridSize: 300
Generation 98 | Revalues: 213480 | GridSize: 300
Generation 99 | Revalues: 215050 | GridSize: 300
Generation 100 | Revalues: 216320 | GridSize: 300
Generation 101 | Revalues: 217580 | GridSize: 300
Generation 102 | Revalues: 218970 | GridSize: 300
Generation 103 | Revalues: 220460 | GridSize: 300
Generation 104 | Revalues: 221810 | GridSize: 300
Generation 105 | Revalues: 222940 | GridSize: 300
Generation 106 | Revalues: 224200 | GridSize: 299
Generation 107 | Revalues: 225720 | GridSize: 300
Generation 108 | Revalues: 227300 | GridSize: 300
Generation 109 | Revalues: 228440 | GridSize: 300
Generation 110 | Revalues: 230170 | GridSize: 300
Generation 111 | Revalues: 231420 | GridSize: 300
Generation 112 | Revalues: 232570 | GridSize: 300
Generation 113 | Revalues: 233580 | GridSize: 300
Generation 114 | Revalues: 234890 | GridSize: 300
Generation 115 | Revalues: 236000 | GridSize: 300
Generation 116 | Revalues: 237100 | GridSize: 300
Generation 117 | Revalues: 238250 | GridSize: 300
Generation 118 | Revalues: 239550 | GridSize: 300
Generation 119 | Revalues: 240880 | GridSize: 300
Generation 120 | Revalues: 242250 | GridSize: 300
Generation 121 | Revalues: 243460 | GridSize: 300
Generation 122 | Revalues: 244630 | GridSize: 300
Generation 123 | Revalues: 245890 | GridSize: 300
Generation 124 | Revalues: 246970 | GridSize: 300
Generation 125 | Revalues: 248170 | GridSize: 299
Generation 126 | Revalues: 249290 | GridSize: 300
Generation 127 | Revalues: 250420 | GridSize: 300
Generation 128 | Revalues: 251670 | GridSize: 300
Generation 129 | Revalues: 253460 | GridSize: 300
Generation 130 | Revalues: 254860 | GridSize: 300
Generation 131 | Revalues: 256180 | GridSize: 300
Generation 132 | Revalues: 257350 | GridSize: 300
Generation 133 | Revalues: 258490 | GridSize: 300
Generation 134 | Revalues: 259520 | GridSize: 300
Generation 135 | Revalues: 260880 | GridSize: 300
Generation 136 | Revalues: 262320 | GridSize: 300
Generation 137 | Revalues: 263500 | GridSize: 299
Generation 138 | Revalues: 264570 | GridSize: 300
Generation 139 | Revalues: 265750 | GridSize: 299
Generation 140 | Revalues: 267020 | GridSize: 300
Generation 141 | Revalues: 268100 | GridSize: 300
Generation 142 | Revalues: 269310 | GridSize: 300
Generation 143 | Revalues: 270460 | GridSize: 300
Generation 144 | Revalues: 271960 | GridSize: 300
Generation 145 | Revalues: 273390 | GridSize: 300
Generation 146 | Revalues: 274720 | GridSize: 300
Generation 147 | Revalues: 275890 | GridSize: 300
Generation 148 | Revalues: 277300 | GridSize: 300
Generation 149 | Revalues: 278660 | GridSize: 300
Generation 150 | Revalues: 279980 | GridSize: 300
Generation 151 | Revalues: 281220 | GridSize: 300
Generation 152 | Revalues: 282520 | GridSize: 300
Generation 153 | Revalues: 283710 | GridSize: 300
Generation 154 | Revalues: 285020 | GridSize: 300
Generation 155 | Revalues: 286140 | GridSize: 300
Generation 156 | Revalues: 287460 | GridSize: 300
Generation 157 | Revalues: 288620 | GridSize: 300
Generation 158 | Revalues: 289940 | GridSize: 300
Generation 159 | Revalues: 291250 | GridSize: 300
Generation 160 | Revalues: 292490 | GridSize: 300
Generation 161 | Revalues: 293730 | GridSize: 300
Generation 162 | Revalues: 295020 | GridSize: 300
Generation 163 | Revalues: 296310 | GridSize: 300
Generation 164 | Revalues: 297800 | GridSize: 300
Generation 165 | Revalues: 298990 | GridSize: 300
Generation 166 | Revalues: 300170 | GridSize: 300
Generation 167 | Revalues: 301420 | GridSize: 300
Generation 168 | Revalues: 302900 | GridSize: 300
Generation 169 | Revalues: 304440 | GridSize: 300
Generation 170 | Revalues: 305650 | GridSize: 300
Generation 171 | Revalues: 306720 | GridSize: 300
Generation 172 | Revalues: 307870 | GridSize: 300
Generation 173 | Revalues: 309160 | GridSize: 299
Generation 174 | Revalues: 310490 | GridSize: 300
Generation 175 | Revalues: 311760 | GridSize: 300
Generation 176 | Revalues: 312930 | GridSize: 300
Generation 177 | Revalues: 314030 | GridSize: 300
Generation 178 | Revalues: 315240 | GridSize: 300
Generation 179 | Revalues: 316430 | GridSize: 300
Generation 180 | Revalues: 317610 | GridSize: 300
Generation 181 | Revalues: 318660 | GridSize: 300
Generation 182 | Revalues: 319940 | GridSize: 300
Generation 183 | Revalues: 321010 | GridSize: 300
Generation 184 | Revalues: 322300 | GridSize: 299
Generation 185 | Revalues: 323470 | GridSize: 300
Generation 186 | Revalues: 324570 | GridSize: 299
Generation 187 | Revalues: 325660 | GridSize: 299
Generation 188 | Revalues: 326970 | GridSize: 300
Generation 189 | Revalues: 328190 | GridSize: 298
Generation 190 | Revalues: 329230 | GridSize: 300
Generation 191 | Revalues: 330510 | GridSize: 300
Generation 192 | Revalues: 331590 | GridSize: 300
Generation 193 | Revalues: 333080 | GridSize: 300
Generation 194 | Revalues: 334230 | GridSize: 300
Generation 195 | Revalues: 335470 | GridSize: 300
Generation 196 | Revalues: 336670 | GridSize: 300
Generation 197 | Revalues: 337930 | GridSize: 300
Generation 198 | Revalues: 339140 | GridSize: 300
Generation 199 | Revalues: 340280 | GridSize: 300
Generation 200 | Revalues: 341720 | GridSize: 300
