Generation 0 | Revalues: 100 | GridSize: 5
Generation 1 | Revalues: 9800 | GridSize: 166
Generation 2 | Revalues: 12340 | GridSize: 169
Generation 3 | Revalues: 14380 | GridSize: 175
Generation 4 | Revalues: 17230 | GridSize: 194
Generation 5 | Revalues: 18710 | GridSize: 198
Generation 6 | Revalues: 20560 | GridSize: 202
Generation 7 | Revalues: 21980 | GridSize: 203
Generation 8 | Revalues: 23130 | GridSize: 213
Generation 9 | Revalues: 25120 | GridSize: 205
Generation 10 | Revalues: 26510 | GridSize: 207
Generation 11 | Revalues: 27790 | GridSize: 209
Generation 12 | Revalues: 29170 | GridSize: 210
Generation 13 | Revalues: 30280 | GridSize: 218
Generation 14 | Revalues: 31400 | GridSize: 228
Generation 15 | Revalues: 32580 | GridSize: 236
Generation 16 | Revalues: 34130 | GridSize: 242
Generation 17 | Revalues: 35220 | GridSize: 250
Generation 18 | Revalues: 36330 | GridSize: 260
Generation 19 | Revalues: 37460 | GridSize: 259
Generation 20 | Revalues: 38630 | GridSize: 265
Generation 21 | Revalues: 39640 | GridSize: 262
Generation 22 | Revalues: 41120 | GridSize: 252
Generation 23 | Revalues: 42360 | GridSize: 252
Generation 24 | Revalues: 43610 | GridSize: 266
Generation 25 | Revalues: 44720 | GridSize: 266
Generation 26 | Revalues: 45960 | GridSize: 262
Generation 27 | Revalues: 47620 | GridSize: 255
Generation 28 | Revalues: 48740 | GridSize: 235
Generation 29 | Revalues: 50220 | GridSize: 238
Generation 30 | Revalues: 51640 | GridSize: 244
Generation 31 | Revalues: 52680 | GridSize: 250
Generation 32 | Revalues: 53990 | GridSize: 260
Generation 33 | Revalues: 55090 | GridSize: 261
Generation 34 | Revalues: 56260 | GridSize: 267
Generation 35 | Revalues: 57290 | GridSize: 264
Generation 36 | Revalues: 58350 | GridSize: 268
Generation 37 | Revalues: 59520 | GridSize: 266
Generation 38 | Revalues: 60700 | GridSize: 273
Generation 39 | Revalues: 61850 | GridSize: 273
Generation 40 | Revalues: 63030 | GridSize: 277
Generation 41 | Revalues: 64150 | GridSize: 277
Generation 42 | Revalues: 65480 | GridSize: 280
Generation 43 | Revalues: 66780 | GridSize: 283
Generation 44 | Revalues: 67930 | GridSize: 287
Generation 45 | Revalues: 69000 | GridSize: 293
Generation 46 | Revalues: 70080 | GridSize: 297
Generation 47 | Revalues: 71260 | GridSize: 299
Generation 48 | Revalues: 72320 | GridSize: 298
Generation 49 | Revalues: 73450 | GridSize: 300
Generation 50 | Revalues: 74520 | GridSize: 292
Generation 51 | Revalues: 75660 | GridSize: 285
Generation 52 | Revalues: 76770 | GridSize: 289
Generation 53 | Revalues: 77980 | GridSize: 289
Generation 54 | Revalues: 79270 | GridSize: 293
Generation 55 | Revalues: 80350 | GridSize: 292
Generation 56 | Revalues: 81550 | GridSize: 285
Generation 57 | Revalues: 82650 | GridSize: 282
Generation 58 | Revalues: 83650 | GridSize: 287
Generation 59 | Revalues: 84720 | GridSize: 293
Generation 60 | Revalues: 85760 | GridSize: 300
Generation 61 | Revalues: 86890 | GridSize: 300
Generation 62 | Revalues: 88200 | GridSize: 300
Generation 63 | Revalues: 89380 | GridSize: 290
Generation 64 | Revalues: 90430 | GridSize: 298
Generation 65 | Revalues: 91640 | GridSize: 293
Generation 66 | Revalues: 92650 | GridSize: 296
Generation 67 | Revalues: 93650 | GridSize: 300
Generation 68 | Revalues: 94800 | GridSize: 300
Generation 69 | Revalues: 96000 | GridSize: 300
Generation 70 | Revalues: 97000 | GridSize: 300
Generation 71 | Revalues: 98110 | GridSize: 300
Generation 72 | Revalues: 99170 | GridSize: 299
Generation 73 | Revalues: 100230 | GridSize: 296
Generation 74 | Revalues: 101320 | GridSize: 299
Generation 75 | Revalues: 102490 | GridSize: 296
Generation 76 | Revalues: 103560 | GridSize: 298
Generation 77 | Revalues: 104620 | GridSize: 293
Generation 78 | Revalues: 105750 | GridSize: 295
Generation 79 | Revalues: 106870 | GridSize: 300
Generation 80 | Revalues: 107940 | GridSize: 294
Generation 81 | Revalues: 109100 | GridSize: 290
Generation 82 | Revalues: 110250 | GridSize: 300
Generation 83 | Revalues: 111370 | GridSize: 300
Generation 84 | Revalues: 112370 | GridSize: 298
Generation 85 | Revalues: 113490 | GridSize: 300
Generation 86 | Revalues: 114510 | GridSize: 300
Generation 87 | Revalues: 115550 | GridSize: 299
Generation 88 | Revalues: 116570 | GridSize: 300
Generation 89 | Revalues: 117580 | GridSize: 297
Generation 90 | Revalues: 118700 | GridSize: 300
Generation 91 | Revalues: 119710 | GridSize: 300
Generation 92 | Revalues: 120730 | GridSize: 299
Generation 93 | Revalues: 121760 | GridSize: 291
Generation 94 | Revalues: 122870 | GridSize: 295
Generation 95 | Revalues: 123930 | GridSize: 299
Generation 96 | Revalues: 125170 | GridSize: 300
Generation 97 | Revalues: 126190 | GridSize: 300
Generation 98 | Revalues: 127230 | GridSize: 300
Generation 99 | Revalues: 128300 | GridSize: 299
Generation 100 | Revalues: 129360 | GridSize: 297
Generation 101 | Revalues: 130370 | GridSize: 296
Generation 102 | Revalues: 131440 | GridSize: 293
Generation 103 | Revalues: 132570 | GridSize: 292
Generation 104 | Revalues: 133620 | GridSize: 289
Generation 105 | Revalues: 134620 | GridSize: 294
Generation 106 | Revalues: 135700 | GridSize: 293
Generation 107 | Revalues: 136720 | GridSize: 291
Generation 108 | Revalues: 137780 | GridSize: 293
Generation 109 | Revalues: 138830 | GridSize: 299
Generation 110 | Revalues: 139830 | GridSize: 298
Generation 111 | Revalues: 140880 | GridSize: 300
Generation 112 | Revalues: 141960 | GridSize: 300
Generation 113 | Revalues: 143000 | GridSize: 300
Generation 114 | Revalues: 144120 | GridSize: 300
Generation 115 | Revalues: 145150 | GridSize: 300
Generation 116 | Revalues: 146160 | GridSize: 299
Generation 117 | Revalues: 147190 | GridSize: 300
Generation 118 | Revalues: 148260 | GridSize: 300
Generation 119 | Revalues: 149340 | GridSize: 300
Generation 120 | Revalues: 150340 | GridSize: 300
Generation 121 | Revalues: 151430 | GridSize: 299
Generation 122 | Revalues: 152460 | GridSize: 295
Generation 123 | Revalues: 153580 | GridSize: 298
Generation 124 | Revalues: 154600 | GridSize: 298
Generation 125 | Revalues: 155640 | GridSize: 300
Generation 126 | Revalues: 156690 | GridSize: 300
