Instance,FV_avg_avg,FV_avg_sd,FV_sd_avg,FV_sd_sd,FV_r1_avg,FV_r1_sd,FV_kr_avg,FV_kr_sd,FV_sk_avg,FV_sk_sd,FD_avg_avg,FD_avg_sd,FD_sd_avg,FD_sd_sd,FD_r1_avg,FD_r1_sd,FD_kr_avg,FD_kr_sd,FD_sk_avg,FD_sk_sd,IN_avg_avg,IN_avg_sd,IN_sd_avg,IN_sd_sd,IN_r1_avg,IN_r1_sd,IN_kr_avg,IN_kr_sd,IN_sk_avg,IN_sk_sd
A,0.4924942018,0.2960991423,0.0047258132,0.0037811878,0.4374243658,0.3799519271,2.1004869862,0.5236505705,0.0319783805,0.4945819877,0.0000394843,0.0006882743,0.0006084470,0.0004001245,0.0263254405,0.3397305519,2.6291341764,0.5549781790,-0.0101149055,0.5857764632,0.5022000000,0.0647360796,0.0734758571,0.0136271211,0.0411633162,0.3058960750,2.6316735102,0.8033591535,0.0431498224,0.5340406130
