Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk
D,0.2580000000,0.0575847202,-0.7905155858,1.3776491798,0.1754586878,0.2020000000,0.0547357287,0.0390066136,2.0147860699,0.1001047372,0.5400000000,0.0675277721,-0.1333333333,2.3314866113,-0.0467643851,0.1140000000,0.0220000000,0.1930835735,1.7606037839,-0.2885048835
