Feature,Importance
SUP_avg,0.25893228929634776
SUP_sd,0.2238123196080837
INC_r1,0.07650438664234911
INC_kr,0.05943569650079526
IND_avg,0.05493342932040196
SUP_sk,0.05237864562353977
INF_sk,0.044974140413096456
INC_avg,0.037342865541872015
INF_r1,0.035313802389621445
INF_sd,0.024714792964342203
INF_avg,0.022013860294996676
INC_sk,0.02178749297667383
IND_sd,0.016397202460240342
INF_kr,0.016271135335734262
IND_r1,0.016095915701399063
IND_sk,0.013201012372235654
SUP_r1,0.008465244044035414
SUP_kr,0.006547189378670358
IND_kr,0.005838361917040199
INC_sd,0.0050402172185244265
