Feature,Importance
INC_avg,0.17892321763295826
IND_sd,0.12924703069321133
SUP_avg,0.11067433852802544
SUP_r1,0.09143024438463863
INF_r1,0.09041972729031762
INF_sd,0.0792830499034288
SUP_sd,0.06628123608674237
IND_avg,0.0607482681161726
IND_kr,0.039863359572815976
INC_sd,0.03916115299537372
INF_avg,0.024875733398899792
SUP_sk,0.02177773951241058
INC_r1,0.014006844159352872
INF_sk,0.0112586047809559
IND_r1,0.01089958481778197
IND_sk,0.00844742825421899
INC_sk,0.007309943124166713
SUP_kr,0.0064201506444121915
INF_kr,0.004577646564426836
INC_kr,0.004394699539689556
