Feature,Importance
SUP_sd,0.1809468508875003
IND_avg,0.16700552879510513
INF_sd,0.12205927194102392
IND_r1,0.11798470347080313
INC_r1,0.07661117859176056
INF_r1,0.06267627797437274
INC_sd,0.05048233758875944
IND_sd,0.04936954728854451
INC_kr,0.031240209838930066
SUP_r1,0.02649241404604332
SUP_avg,0.024337521084970514
INC_sk,0.020185046111471237
INC_avg,0.019349222284166637
INF_sk,0.016466886794212324
SUP_sk,0.009850156656065067
SUP_kr,0.007500872488056951
INF_avg,0.0060938124363771416
IND_kr,0.0040700050310954385
INF_kr,0.0038853621218121305
IND_sk,0.0033927945689295113
