Feature,Importance
INC_avg,0.257856128960128
INF_avg,0.13489163577948177
SUP_sd,0.11155057035991386
INF_sd,0.09490043964174821
SUP_avg,0.08221131400801125
INC_r1,0.06766941248243677
IND_avg,0.041301824827501124
IND_r1,0.03493654305339033
INC_sd,0.03409440502963816
SUP_sk,0.022451688154787475
IND_sd,0.02192857766302109
IND_sk,0.018644953915946144
INC_sk,0.014999427503081442
SUP_r1,0.013508030964324312
INC_kr,0.011113352517853826
INF_sk,0.009848863635699031
INF_r1,0.007920527235710788
SUP_kr,0.007857298931658705
INF_kr,0.007197586174746081
IND_kr,0.0051174191609218425
