Feature,Importance
INF_sk,0.1300685217414285
INF_kr,0.12169013276835797
INF_avg,0.10383565615888513
SUP_avg,0.07897957440758668
IND_r1,0.07879385958005379
INF_sd,0.07285311540885163
IND_avg,0.07006882627625337
IND_kr,0.06886627764085498
INC_avg,0.058795474527349706
INC_sd,0.042181844825340015
SUP_sd,0.03829773739346204
INC_kr,0.032813458222367246
INC_sk,0.02365931004891575
INC_r1,0.02279195107319519
SUP_sk,0.013269920042968215
INF_r1,0.012796177523861568
SUP_r1,0.012504709256671296
IND_sk,0.00679655308191909
SUP_kr,0.006400646375168701
IND_sd,0.004536253646509256
