Feature,Importance
IND_sd,0.2114590548954731
INF_sd,0.1813366229512816
INC_sd,0.11367574630492387
INF_r1,0.09197979093335619
SUP_sd,0.06446959809356254
INF_sk,0.051701384696157454
INC_avg,0.04195116654247676
INF_avg,0.04036447769482504
SUP_sk,0.03765135154565338
INC_r1,0.031255817231272326
IND_avg,0.027352376158667622
SUP_r1,0.022917262697720944
IND_sk,0.017138599783099243
INC_kr,0.014188592357233496
SUP_kr,0.011736218493766428
IND_r1,0.011356689367641608
SUP_avg,0.010734808012797019
INC_sk,0.00886956358122506
INF_kr,0.005781278134324914
IND_kr,0.004079600524541495
