Feature,Importance
INF_r1,0.4185506106797478
SUP_sd,0.08618427381129525
SUP_r1,0.0828665839364008
INC_r1,0.07248613593333054
INC_kr,0.056338382088589656
SUP_avg,0.04471704090092327
IND_avg,0.0360706333793908
IND_sk,0.03144410687185918
INC_sk,0.025672020855536083
INF_sk,0.025363688040419566
INF_sd,0.020178276624164816
INC_avg,0.019915231403948908
INF_avg,0.017320806212132257
IND_sd,0.013534919296986405
SUP_kr,0.012156338875988423
INF_kr,0.01051154545983897
INC_sd,0.008978265951071056
SUP_sk,0.007658323216093645
IND_r1,0.005329922917404369
IND_kr,0.004722893544878134
